#HEIGHT SPEED DIRECTION
116.182167 7.529785 237.766113
333.795471 7.729622 237.615997
556.497620 7.783694 237.247940
783.792603 7.544733 235.672729
1016.437927 7.150484 234.927139
1498.580688 6.126441 233.868439
2005.760986 4.489176 219.156555
2541.631104 2.850396 188.014771
3110.678955 2.738451 143.422058
3717.542969 3.243855 123.495178
4366.698242 3.657620 117.596497
5063.346680 4.046403 115.466309
5814.779785 4.913392 115.656311
6630.063477 6.165497 113.241211
7521.481934 8.108798 109.193481
8506.162109 11.083774 105.003387
9609.118164 15.486999 101.690308
10866.923828 20.339191 101.065430
12336.135742 24.839296 103.664368
14118.044922 26.995825 100.610016
16475.142578 20.591660 98.524658
18545.548828 7.691679 85.309174
20557.982422 2.639106 294.624695
23705.550781 9.591290 272.424011
26296.500000 10.324379 265.006470
30884.066406 9.864566 272.902832
35731.585938 8.659314 268.011810
48188.867188 17.943708 258.767548
