#HEIGHT SPEED DIRECTION
112.064575 7.292294 238.200851
329.861694 7.454147 237.917267
552.524353 7.510098 236.795746
780.013550 7.309189 235.005539
1012.591980 6.837332 233.975281
1494.954834 5.965239 229.457077
2002.117920 4.505598 213.605774
2537.523438 3.279828 185.555237
3105.861816 2.966783 144.138153
3712.019531 3.423420 122.087738
4360.669922 3.757747 113.678711
5057.161133 4.234158 112.337952
5808.226562 5.140962 112.561981
6623.053223 6.521728 110.724976
7513.874023 8.501822 107.893921
8498.021484 11.632196 104.660522
9600.504883 16.352140 101.826447
10857.912109 21.242701 101.259277
12326.655273 25.636391 103.421936
14108.166992 27.751886 100.728882
16465.537109 20.498234 99.277344
18539.253906 8.303190 84.436981
20555.384766 1.875334 274.636108
23701.107422 9.067095 268.540649
26285.517578 10.833756 265.384521
30865.941406 9.720901 279.108337
35711.820312 9.089039 281.860260
48084.632812 20.867743 252.427124
