#HEIGHT SPEED DIRECTION
125.823166 8.400965 236.452667
343.603088 8.722761 235.855988
566.153198 8.728909 235.308929
793.477417 8.614172 235.337982
1025.855713 8.295288 236.360947
1507.696899 7.602920 238.857834
2015.206787 5.387462 232.619370
2552.537598 3.009215 214.704605
3123.225098 1.998105 182.055161
3730.979492 2.029183 154.865234
4380.571777 2.424036 146.087952
5077.740723 2.511475 140.712036
5829.675781 2.367772 139.301697
6645.555176 2.384596 133.890564
7537.815430 2.991431 124.262482
8523.273438 5.153453 114.939240
9626.814453 9.301745 110.569885
10885.174805 13.938031 106.096741
12354.594727 17.659449 104.399994
14137.816406 19.935175 105.765839
16498.183594 14.425421 103.551453
18564.568359 4.744474 92.003876
20572.066406 4.181730 267.252716
23707.673828 11.259223 269.504395
26299.744141 11.913886 265.333069
30883.714844 10.524016 257.961609
35701.664062 6.898787 265.005188
48097.171875 13.585933 254.632080
