plume_height,log_mass
7177.144740200403,23.639878672480883
4759.939599471987,24.080395977375396
7219.176608788076,23.684745818860804
6680.979898066328,23.946475438929628
6324.907817595724,23.854891117948124
6205.708705854899,23.740090194395698
6748.953590969183,23.784397589306938
4800.557412255726,24.114782237082313
6094.59460732724,24.017632797336905
4652.663906753296,24.068111339594424
6545.596238826099,23.98228557280902
6580.01664600872,23.65634114474656
5384.536026909722,23.845033060247985
5696.055281379605,23.752798004702488
5187.278859094741,23.675926600594142
6414.7760093574525,23.973910717758493
5596.845870139352,23.65544201207435
7271.292768375251,23.91521200895578
4672.795346910363,24.25885647733441
5326.809740475863,24.061062780265345
6167.47684528997,23.864200801142083
7500.0,23.885475676820178
4580.914803176202,24.059520405055938
6400.493576436172,23.730408586623742
4609.960746245901,24.18314216958544
5121.2780972585915,24.258851501557302
5411.40431027877,24.038437489127876
5821.9037749940335,23.664511993418746
5262.017373078546,23.921040539090328
5963.839586158212,23.90481418008865
5938.365936715531,23.659066436874742
7283.624684777211,23.83695041875479
5652.408580478191,24.091470881439086
6242.490448005828,23.75520130285259
6382.544762984322,23.89491886181466
6486.354038420484,23.965172213632343
4993.237471038077,23.99934458098867
6707.213830623691,23.998477301141047
5989.523276687298,23.9737091596911
5791.04305076601,23.900628570936647
5657.206758468867,23.899066045671688
5082.1125380756885,23.91741435395206
6202.377620710438,23.970617259686698
6099.631077748601,23.786262663665106
6284.292843744715,23.724767113423503
5359.618733242596,23.813799303610036
4983.767265749961,24.20631388216204
5658.955647060948,23.62134411293288
6063.744768011543,23.89764367372721
6992.820966497708,23.65486006241198
7010.383015542413,24.064813564760325
6888.459479565397,23.774013082600757
7080.683939309121,23.839958558264357
5763.500110523464,23.916130471255215
6669.247936572279,23.856467072230956
4606.97439548204,24.243070694020695
6491.8110315592685,23.864989894810943
4748.7352598633715,23.850991338668567
6604.170717378581,24.151786458795257
5777.581386135891,23.626983883601426
5608.116313804631,23.762803586504862
4690.065564871704,24.088275384734022
7109.082023034599,23.644035674142213
5279.376730426047,23.998817856271614
6096.475021507857,23.861528867949893
5520.190886014316,23.939618301814775
7433.811640579121,23.558954172553808
5893.759280255081,23.899258932640652
5915.069767808915,24.054285238231007
6350.047570759245,23.85861080758373
5378.827304159485,23.74851622515415
6486.719334401584,23.780508813386145
5483.268979136668,23.88663295793988
7355.950509147348,23.575222401012816
6164.755992452187,23.565531836708967
5922.319937432266,24.13612447733582
4814.139346567178,24.146033009127038
6296.678562730043,23.986627429184452
7396.322321552556,23.835179994976812
