run_id,simulation_id,model,seed,scale_plume_factor,scale_mass_factor,plume_prior_mean,logm_prior_mean,plume_estimate,logm_estimate,best_posterior,runtime_sec,n_iterations,n_burnin,likelihood_sigma,snapshot,acceptance_rate
41,0,mcmc,20260152,2.0,0.64,15000.0,24.18900173974614,17027.60000285412,24.57391317542217,-71.95064450077918,188.71121158404276,10000,0,0.6,1000,0.3071
42,0,mcmc,20260153,2.0,0.64,15000.0,24.18900173974614,17021.86083750986,24.579775528363726,-71.9450993038594,1886.209816290997,100000,0,0.6,10000,0.30967
49,0,mcmc,20260160,2.0,0.5,15000.0,23.942141661814613,17024.197602036158,24.58316477320689,-71.94312382549427,189.07806325005367,10000,0,0.6,1000,0.3095
50,0,mcmc,20260161,2.0,0.5,15000.0,23.942141661814613,17022.657299709015,24.576294286692736,-71.94068740115637,1889.3294302499853,100000,0,0.6,10000,0.30825
57,0,mcmc,20260168,1.6,2.0,12000.0,25.328436022934504,15444.549188719759,24.497647873181702,-73.16791580350566,189.48301170766354,10000,0,0.6,1000,0.3082
58,0,mcmc,20260169,1.6,2.0,12000.0,25.328436022934504,15452.039385100079,24.493342071043884,-73.16162705056622,1892.0780811668374,100000,0,0.6,10000,0.30589
65,0,mcmc,20260176,1.6,1.6,12000.0,25.10529247162029,15440.051029620703,24.48744559699841,-73.15252337742288,189.48970395792276,10000,0,0.6,1000,0.3083
66,0,mcmc,20260177,1.6,1.6,12000.0,25.10529247162029,15447.16321676677,24.488961659240072,-73.1461984531424,1894.340808707755,100000,0,0.6,10000,0.30362
73,0,mcmc,20260184,1.6,1.25,12000.0,24.858432393688766,15451.089312048209,24.492166700453485,-73.13126081780575,190.42256812518463,10000,0,0.6,1000,0.3082
74,0,mcmc,20260185,1.6,1.25,12000.0,24.858432393688766,15451.72077378427,24.490341825583627,-73.13138791344502,1910.5791927496903,100000,0,0.6,10000,0.30443
81,0,mcmc,20260192,1.6,1.0,12000.0,24.635288842374557,15454.105880064448,24.49332604365761,-73.12136661925561,189.51653624977916,10000,0,0.6,1000,0.3055
82,0,mcmc,20260193,1.6,1.0,12000.0,24.635288842374557,15450.635669285286,24.490325216911778,-73.11969559522308,1892.1720046247356,100000,0,0.6,10000,0.30536
89,0,mcmc,20260200,1.6,0.8,12000.0,24.412145291060348,15457.603022734367,24.484731584340988,-73.1169023886528,189.26183024980128,10000,0,0.6,1000,0.3055
90,0,mcmc,20260201,1.6,0.8,12000.0,24.412145291060348,15453.876444003921,24.49176856609479,-73.11141056549368,1889.9187754578888,100000,0,0.6,10000,0.30486
97,0,mcmc,20260208,1.6,0.64,12000.0,24.18900173974614,15449.60165129768,24.496660321227417,-73.1061481747874,189.3618550002575,10000,0,0.6,1000,0.3059
98,0,mcmc,20260209,1.6,0.64,12000.0,24.18900173974614,15457.602995747642,24.493043807189785,-73.10551053769724,1892.6214497918263,100000,0,0.6,10000,0.30642
105,0,mcmc,20260216,1.6,0.5,12000.0,23.942141661814613,15461.427232821477,24.48717858573567,-73.10258676473782,189.63827908365056,10000,0,0.6,1000,0.3037
106,0,mcmc,20260217,1.6,0.5,12000.0,23.942141661814613,15447.635131615012,24.490893079984183,-73.09707569945394,1893.9417016250081,100000,0,0.6,10000,0.30626
113,0,mcmc,20260224,1.25,2.0,9375.0,25.328436022934504,14446.775131304119,24.442645080263937,-76.51041385972552,189.8552137920633,10000,0,0.6,1000,0.3028
114,0,mcmc,20260225,1.25,2.0,9375.0,25.328436022934504,14443.301255458618,24.445060534160984,-76.51129736302633,1898.0422471249476,100000,0,0.6,10000,0.30558
121,0,mcmc,20260232,1.25,1.6,9375.0,25.10529247162029,14447.194527008323,24.44232838617052,-76.4950070632232,189.83577725011855,10000,0,0.6,1000,0.3075
122,0,mcmc,20260233,1.25,1.6,9375.0,25.10529247162029,14445.44505858329,24.446665382430936,-76.49510439522268,1897.0135750831105,100000,0,0.6,10000,0.30414
129,0,mcmc,20260240,1.25,1.25,9375.0,24.858432393688766,14444.869036380049,24.447168057612974,-76.48050454300612,189.67250812519342,10000,0,0.6,1000,0.2998
130,0,mcmc,20260241,1.25,1.25,9375.0,24.858432393688766,14446.508209702968,24.444543379876233,-76.4794075447233,1894.2295147078112,100000,0,0.6,10000,0.30243
137,0,mcmc,20260248,1.25,1.0,9375.0,24.635288842374557,14438.888213436769,24.441943529688764,-76.47193912866771,190.63942779088393,10000,0,0.6,1000,0.3029
138,0,mcmc,20260249,1.25,1.0,9375.0,24.635288842374557,14447.876011355575,24.446764866868605,-76.4678432402328,1945.9196534589864,100000,0,0.6,10000,0.30507
145,0,mcmc,20260256,1.25,0.8,9375.0,24.412145291060348,14453.60541709423,24.45172721927231,-76.46650594552254,192.23583637503907,10000,0,0.6,1000,0.3063
146,0,mcmc,20260257,1.25,0.8,9375.0,24.412145291060348,14448.75405971433,24.443368514834308,-76.45884594233792,1898.2736484999768,100000,0,0.6,10000,0.30093
153,0,mcmc,20260264,1.25,0.64,9375.0,24.18900173974614,14444.724185332503,24.44311284445322,-76.45118012632463,190.5272776670754,10000,0,0.6,1000,0.3051
154,0,mcmc,20260265,1.25,0.64,9375.0,24.18900173974614,14446.43060443918,24.44581169385308,-76.45006852543543,1904.5312461252324,100000,0,0.6,10000,0.30429
161,0,mcmc,20260272,1.25,0.5,9375.0,23.942141661814613,14443.777397747288,24.44757876948136,-76.44584950911099,190.88501645904034,10000,0,0.6,1000,0.3011
162,0,mcmc,20260273,1.25,0.5,9375.0,23.942141661814613,14447.644343284755,24.44717319472639,-76.44411952763375,1905.8133201249875,100000,0,0.6,10000,0.30418
169,0,mcmc,20260280,1.0,2.0,7500.0,25.328436022934504,13569.22320401306,24.418933061983388,-82.56616669425287,190.64896920882165,10000,0,0.6,1000,0.3055
170,0,mcmc,20260281,1.0,2.0,7500.0,25.328436022934504,13567.821096830905,24.41719232561149,-82.56684070861738,1901.620323583018,100000,0,0.6,10000,0.30059
177,0,mcmc,20260288,1.0,1.6,7500.0,25.10529247162029,13562.637562787057,24.419918126498956,-82.55692057478845,190.21151479100809,10000,0,0.6,1000,0.3087
178,0,mcmc,20260289,1.0,1.6,7500.0,25.10529247162029,13566.85665583562,24.41768782887399,-82.55213108597685,1896.4193329582922,100000,0,0.6,10000,0.30524
185,0,mcmc,20260296,1.0,1.25,7500.0,24.858432393688766,13564.245942259005,24.42000266835452,-82.5400828571463,189.80614591715857,10000,0,0.6,1000,0.2974
186,0,mcmc,20260297,1.0,1.25,7500.0,24.858432393688766,13568.961870252237,24.418688808592254,-82.53505581136304,1898.2020641248673,100000,0,0.6,10000,0.30247
193,0,mcmc,20260304,1.0,1.0,7500.0,24.635288842374557,13570.239246845604,24.41987241330232,-82.52426938562152,191.51773833390325,10000,0,0.6,1000,0.3143
194,0,mcmc,20260305,1.0,1.0,7500.0,24.635288842374557,13569.376563051503,24.418883444801125,-82.52333460100832,1898.9312791251577,100000,0,0.6,10000,0.3031
201,0,mcmc,20260312,1.0,0.8,7500.0,24.412145291060348,13580.0786667235,24.414916324536144,-82.51971392575923,190.2503729169257,10000,0,0.6,1000,0.3026
202,0,mcmc,20260313,1.0,0.8,7500.0,24.412145291060348,13570.823589531714,24.416656897279307,-82.51384598346975,1900.61318879202,100000,0,0.6,10000,0.30443
209,0,mcmc,20260320,1.0,0.64,7500.0,24.18900173974614,13574.260058285046,24.423005756263777,-82.51110174130335,191.07540920795873,10000,0,0.6,1000,0.3046
210,0,mcmc,20260321,1.0,0.64,7500.0,24.18900173974614,13569.203413937965,24.414203906396327,-82.50573889504363,1905.5834435839206,100000,0,0.6,10000,0.30347
217,0,mcmc,20260328,1.0,0.5,7500.0,23.942141661814613,13563.595684619297,24.417298485439627,-82.50331106351805,190.86631324980408,10000,0,0.6,1000,0.3117
218,0,mcmc,20260329,1.0,0.5,7500.0,23.942141661814613,13572.12920551541,24.417644015663416,-82.50000933734424,1907.575381541159,100000,0,0.6,10000,0.30313
225,0,mcmc,20260336,0.8,2.0,6000.0,25.328436022934504,9389.75790926413,24.3834078809117,-91.00729613058172,224.39943970926106,10000,0,0.6,1000,0.3074
226,0,mcmc,20260337,0.8,2.0,6000.0,25.328436022934504,9393.167299686722,24.387719409683953,-91.00388135797712,2228.85570725007,100000,0,0.6,10000,0.31179
233,0,mcmc,20260344,0.8,1.6,6000.0,25.10529247162029,9397.06639449748,24.384107206246625,-90.99003249029771,201.61670087464154,10000,0,0.6,1000,0.3149
234,0,mcmc,20260345,0.8,1.6,6000.0,25.10529247162029,9396.284826711813,24.38465445334951,-90.98889802702593,1960.3045344580896,100000,0,0.6,10000,0.31142
241,0,mcmc,20260352,0.8,1.25,6000.0,24.858432393688766,9393.002917849888,24.38586124720244,-90.9728387715853,222.43331500003114,10000,0,0.6,1000,0.3179
242,0,mcmc,20260353,0.8,1.25,6000.0,24.858432393688766,9392.74031316108,24.387739548305948,-90.97252718451963,2221.3683721660636,100000,0,0.6,10000,0.31051
249,0,mcmc,20260360,0.8,1.0,6000.0,24.635288842374557,9397.135271579653,24.386111046247493,-90.96108671913099,224.36878987494856,10000,0,0.6,1000,0.3189
250,0,mcmc,20260361,0.8,1.0,6000.0,24.635288842374557,9395.669032011478,24.386734868661616,-90.95949719485367,2257.8851106669754,100000,0,0.6,10000,0.30849
257,0,mcmc,20260368,0.8,0.8,6000.0,24.412145291060348,9392.241515343994,24.389745800478238,-90.95060493789265,186.28646220918745,10000,0,0.6,1000,0.3091
258,0,mcmc,20260369,0.8,0.8,6000.0,24.412145291060348,9393.558885327126,24.390169305779107,-90.95026968352171,1963.5620716661215,100000,0,0.6,10000,0.30726
265,0,mcmc,20260376,0.8,0.64,6000.0,24.18900173974614,9379.03386127407,24.385866720222232,-90.94643358516893,196.40022266702726,10000,0,0.6,1000,0.3134
266,0,mcmc,20260377,0.8,0.64,6000.0,24.18900173974614,9393.992755725838,24.3865194027118,-90.94126332783924,1945.4272845420055,100000,0,0.6,10000,0.31087
273,0,mcmc,20260384,0.8,0.5,6000.0,23.942141661814613,9384.151102923468,24.38446723845983,-90.9387747480649,184.25848587462679,10000,0,0.6,1000,0.3091
274,0,mcmc,20260385,0.8,0.5,6000.0,23.942141661814613,9394.64696217048,24.38729665511967,-90.93410898617361,1880.7192244161852,100000,0,0.6,10000,0.31249
281,0,mcmc,20260392,0.64,2.0,4800.0,25.328436022934504,8459.746653913222,24.37874607820764,-96.91365405769419,182.11023237509653,10000,0,0.6,1000,0.3149
282,0,mcmc,20260393,0.64,2.0,4800.0,25.328436022934504,8560.39649034364,24.381092621657235,-96.90795922756996,1837.4111167499796,100000,0,0.6,10000,0.30678
289,0,mcmc,20260400,0.64,1.6,4800.0,25.10529247162029,8558.571490927437,24.381952956919296,-96.89306309902413,183.5251187090762,10000,0,0.6,1000,0.3102
290,0,mcmc,20260401,0.64,1.6,4800.0,25.10529247162029,8559.65592617206,24.382288004586613,-96.89269220430518,1816.6215014578775,100000,0,0.6,10000,0.30854
297,0,mcmc,20260408,0.64,1.25,4800.0,24.858432393688766,8563.101825220367,24.38004489624795,-96.87705865818305,181.0855367500335,10000,0,0.6,1000,0.3022
298,0,mcmc,20260409,0.64,1.25,4800.0,24.858432393688766,8560.10726207581,24.38122428802976,-96.876460197895,1810.2219552076422,100000,0,0.6,10000,0.30697
305,0,mcmc,20260416,0.64,1.0,4800.0,24.635288842374557,8561.958285550556,24.380241946923636,-96.86401915430292,181.67116641579196,10000,0,0.6,1000,0.3168
306,0,mcmc,20260417,0.64,1.0,4800.0,24.635288842374557,8561.696230812158,24.380048346937535,-96.86383773328453,1813.9879652499221,100000,0,0.6,10000,0.30871
313,0,mcmc,20260424,0.64,0.8,4800.0,24.412145291060348,8560.652806775555,24.38187772564437,-96.85372745088421,181.77675104234368,10000,0,0.6,1000,0.3024
314,0,mcmc,20260425,0.64,0.8,4800.0,24.412145291060348,8561.274133697802,24.382224759047332,-96.85355817870541,1818.7400894998573,100000,0,0.6,10000,0.30709
321,0,mcmc,20260432,0.64,0.64,4800.0,24.18900173974614,8552.0973690423,24.38210626638944,-96.84922724376636,182.1834555407986,10000,0,0.6,1000,0.2978
322,0,mcmc,20260433,0.64,0.64,4800.0,24.18900173974614,8561.057694312774,24.38074849356935,-96.84485480139307,1818.3067924156785,100000,0,0.6,10000,0.30861
329,0,mcmc,20260440,0.64,0.5,4800.0,23.942141661814613,8558.143639131256,24.38085931296182,-96.83938772102883,182.68027066718787,10000,0,0.6,1000,0.3087
330,0,mcmc,20260441,0.64,0.5,4800.0,23.942141661814613,8561.825157278221,24.381357048511543,-96.8383574427113,1825.4587768330239,100000,0,0.6,10000,0.30718
337,0,mcmc,20260448,0.5,2.0,3750.0,25.328436022934504,1533.968066884421,25.211855108549894,-133.27379969271703,183.06657804129645,10000,0,0.6,1000,0.2123
338,0,mcmc,20260449,0.5,2.0,3750.0,25.328436022934504,7686.323454488703,24.382465326033493,-107.30904105472096,1817.3260329170153,100000,0,0.6,10000,0.3062
345,0,mcmc,20260456,0.5,1.6,3750.0,25.10529247162029,7691.536134263509,24.38053481848612,-107.29572437549608,182.87378537515178,10000,0,0.6,1000,0.3066
346,0,mcmc,20260457,0.5,1.6,3750.0,25.10529247162029,7685.504850699121,24.38247523919233,-107.29303220004329,1823.9504358749837,100000,0,0.6,10000,0.3055
353,0,mcmc,20260464,0.5,1.25,3750.0,24.858432393688766,7687.371922747281,24.38266955798971,-107.27798096447282,191.09795295912772,10000,0,0.6,1000,0.3022
354,0,mcmc,20260465,0.5,1.25,3750.0,24.858432393688766,7685.789277516747,24.38106997752921,-107.27729171878889,1897.895169083029,100000,0,0.6,10000,0.30452
361,0,mcmc,20260472,0.5,1.0,3750.0,24.635288842374557,7683.882468196693,24.38320672318268,-107.26568570832531,212.86797041725367,10000,0,0.6,1000,0.3136
362,0,mcmc,20260473,0.5,1.0,3750.0,24.635288842374557,7686.3792256209035,24.382794614741847,-107.26523528559012,2037.049011874944,100000,0,0.6,10000,0.30499
369,0,mcmc,20260480,0.5,0.8,3750.0,24.412145291060348,7689.1534023729755,24.38127438089985,-107.25610812429093,182.94446749985218,10000,0,0.6,1000,0.3104
370,0,mcmc,20260481,0.5,0.8,3750.0,24.412145291060348,7685.7849722929905,24.382456767224042,-107.25467630466201,1840.1188007500023,100000,0,0.6,10000,0.30476
377,0,mcmc,20260488,0.5,0.64,3750.0,24.18900173974614,7690.169556146329,24.380996253421475,-107.24817596681352,1353.1480859159492,10000,0,0.6,1000,0.3064
378,0,mcmc,20260489,0.5,0.64,3750.0,24.18900173974614,7686.253851323921,24.38105849382048,-107.2463069282558,2039.169763499871,100000,0,0.6,10000,0.30311
385,0,mcmc,20260496,0.5,0.5,3750.0,23.942141661814613,7686.359617118508,24.378323465883817,-107.24053828093723,185.5030583748594,10000,0,0.6,1000,0.3115
386,0,mcmc,20260497,0.5,0.5,3750.0,23.942141661814613,7686.228980720843,24.38311366602484,-107.23965162135913,1851.0713533340022,100000,0,0.6,10000,0.30798
