run_id,simulation_id,model,seed,scale_plume_factor,scale_mass_factor,plume_prior_mean,logm_prior_mean,plume_estimate,logm_estimate,best_posterior,runtime_sec,runs,restarts,T0,alpha,T_end,likelihood_sigma,print_every
773,0,sa,20251897,0.4,0.4,3000.0,23.7189981105004,4876.020519080291,24.94232745721156,,,100,0,1.0,0.999,0.01,0.6,10
774,0,sa,20251898,0.4,0.4,3000.0,23.7189981105004,5754.947927484737,24.805034392194063,,,100,4,1.0,0.999,0.01,0.6,10
775,0,sa,20251899,0.4,0.4,3000.0,23.7189981105004,6208.738207485598,24.715032640753915,,,1000,0,1.0,0.999,0.01,0.6,100
776,0,sa,20251900,0.4,0.4,3000.0,23.7189981105004,6319.368948355329,24.72322035329131,,,1000,4,1.0,0.999,0.01,0.6,100
757,0,sa,20251881,0.4,0.5,3000.0,23.942141661814613,5449.239654844135,24.878128006301573,,,100,0,1.0,0.999,0.01,0.6,10
758,0,sa,20251882,0.4,0.5,3000.0,23.942141661814613,6011.261213940032,24.75473206896504,,,100,4,1.0,0.999,0.01,0.6,10
759,0,sa,20251883,0.4,0.5,3000.0,23.942141661814613,6044.5343950432,24.81318241581842,,,1000,0,1.0,0.999,0.01,0.6,100
760,0,sa,20251884,0.4,0.5,3000.0,23.942141661814613,5579.8548245973425,24.860398415075345,,,1000,4,1.0,0.999,0.01,0.6,100
741,0,sa,20251865,0.4,0.6666666666666666,3000.0,24.229823734266393,5774.337665102323,24.869517719136468,,,100,0,1.0,0.999,0.01,0.6,10
742,0,sa,20251866,0.4,0.6666666666666666,3000.0,24.229823734266393,5617.41814711683,24.94488200075194,,,100,4,1.0,0.999,0.01,0.6,10
743,0,sa,20251867,0.4,0.6666666666666666,3000.0,24.229823734266393,6032.28725909854,24.77597826016792,,,1000,0,1.0,0.999,0.01,0.6,100
744,0,sa,20251868,0.4,0.6666666666666666,3000.0,24.229823734266393,6227.979571109871,24.7684425024104,,,1000,4,1.0,0.999,0.01,0.6,100
725,0,sa,20251849,0.4,1.0,3000.0,24.635288842374557,5209.6457226734365,24.962268836330782,,,100,0,1.0,0.999,0.01,0.6,10
726,0,sa,20251850,0.4,1.0,3000.0,24.635288842374557,6776.498478129398,24.776786069698275,,,100,4,1.0,0.999,0.01,0.6,10
727,0,sa,20251851,0.4,1.0,3000.0,24.635288842374557,6330.607404320026,24.679316409403075,,,1000,0,1.0,0.999,0.01,0.6,100
728,0,sa,20251852,0.4,1.0,3000.0,24.635288842374557,5958.552884723638,24.757887792087782,,,1000,4,1.0,0.999,0.01,0.6,100
709,0,sa,20251833,0.4,1.5,3000.0,25.04075395048272,4616.334999721471,25.108276583749316,,,100,0,1.0,0.999,0.01,0.6,10
710,0,sa,20251834,0.4,1.5,3000.0,25.04075395048272,6478.307705607418,24.66286977883766,,,100,4,1.0,0.999,0.01,0.6,10
711,0,sa,20251835,0.4,1.5,3000.0,25.04075395048272,5825.4202836383965,24.79786781644181,,,1000,0,1.0,0.999,0.01,0.6,100
712,0,sa,20251836,0.4,1.5,3000.0,25.04075395048272,6407.520673922538,24.73502913319174,,,1000,4,1.0,0.999,0.01,0.6,100
693,0,sa,20251817,0.4,2.0,3000.0,25.328436022934504,5176.150330010858,24.850332039499506,,,100,0,1.0,0.999,0.01,0.6,10
694,0,sa,20251818,0.4,2.0,3000.0,25.328436022934504,6435.139015269336,24.750822290203537,,,100,4,1.0,0.999,0.01,0.6,10
695,0,sa,20251819,0.4,2.0,3000.0,25.328436022934504,6045.73067991428,24.808093118943635,,,1000,0,1.0,0.999,0.01,0.6,100
696,0,sa,20251820,0.4,2.0,3000.0,25.328436022934504,6329.659975878364,24.708241112968867,,,1000,4,1.0,0.999,0.01,0.6,100
677,0,sa,20251801,0.4,2.5,3000.0,25.551579574248713,5133.359678561888,24.9586578096012,,,100,0,1.0,0.999,0.01,0.6,10
678,0,sa,20251802,0.4,2.5,3000.0,25.551579574248713,5964.362797691963,24.75522413198987,,,100,4,1.0,0.999,0.01,0.6,10
679,0,sa,20251803,0.4,2.5,3000.0,25.551579574248713,5874.033282290193,24.784395663890173,,,1000,0,1.0,0.999,0.01,0.6,100
680,0,sa,20251804,0.4,2.5,3000.0,25.551579574248713,6113.173897494534,24.70773577985712,,,1000,4,1.0,0.999,0.01,0.6,100
661,0,sa,20251785,0.5,0.4,3750.0,23.7189981105004,5964.104916384785,24.73126598714943,,,100,0,1.0,0.999,0.01,0.6,10
662,0,sa,20251786,0.5,0.4,3750.0,23.7189981105004,6920.177078794244,24.741743282619673,,,100,4,1.0,0.999,0.01,0.6,10
663,0,sa,20251787,0.5,0.4,3750.0,23.7189981105004,6625.22771490568,24.723571168171304,,,1000,0,1.0,0.999,0.01,0.6,100
664,0,sa,20251788,0.5,0.4,3750.0,23.7189981105004,6530.644258110774,24.616417459827876,,,1000,4,1.0,0.999,0.01,0.6,100
645,0,sa,20251769,0.5,0.5,3750.0,23.942141661814613,5665.328938183738,24.82682732229532,,,100,0,1.0,0.999,0.01,0.6,10
646,0,sa,20251770,0.5,0.5,3750.0,23.942141661814613,6361.729213370959,24.704872644732347,,,100,4,1.0,0.999,0.01,0.6,10
647,0,sa,20251771,0.5,0.5,3750.0,23.942141661814613,6567.441196730127,24.77298955570322,,,1000,0,1.0,0.999,0.01,0.6,100
648,0,sa,20251772,0.5,0.5,3750.0,23.942141661814613,6771.738857282353,24.662287422645427,,,1000,4,1.0,0.999,0.01,0.6,100
629,0,sa,20251753,0.5,0.6666666666666666,3750.0,24.229823734266393,6046.2134236997645,24.666918917200196,,,100,0,1.0,0.999,0.01,0.6,10
630,0,sa,20251754,0.5,0.6666666666666666,3750.0,24.229823734266393,6766.247805131308,24.741611498744632,,,100,4,1.0,0.999,0.01,0.6,10
631,0,sa,20251755,0.5,0.6666666666666666,3750.0,24.229823734266393,6245.397921273424,24.79164079794691,,,1000,0,1.0,0.999,0.01,0.6,100
632,0,sa,20251756,0.5,0.6666666666666666,3750.0,24.229823734266393,6878.106998914548,24.6868009985334,,,1000,4,1.0,0.999,0.01,0.6,100
613,0,sa,20251737,0.5,1.0,3750.0,24.635288842374557,6269.609162579796,24.77669389263229,,,100,0,1.0,0.999,0.01,0.6,10
614,0,sa,20251738,0.5,1.0,3750.0,24.635288842374557,7099.295324688023,24.595340035648203,,,100,4,1.0,0.999,0.01,0.6,10
615,0,sa,20251739,0.5,1.0,3750.0,24.635288842374557,6824.363150773367,24.70250225933047,,,1000,0,1.0,0.999,0.01,0.6,100
616,0,sa,20251740,0.5,1.0,3750.0,24.635288842374557,6561.144712272405,24.72755285591114,,,1000,4,1.0,0.999,0.01,0.6,100
597,0,sa,20251721,0.5,1.5,3750.0,25.04075395048272,6102.181146886542,24.811896376296012,,,100,0,1.0,0.999,0.01,0.6,10
598,0,sa,20251722,0.5,1.5,3750.0,25.04075395048272,7144.558147384214,24.696899862292703,,,100,4,1.0,0.999,0.01,0.6,10
599,0,sa,20251723,0.5,1.5,3750.0,25.04075395048272,6661.424396950756,24.73269462745368,,,1000,0,1.0,0.999,0.01,0.6,100
600,0,sa,20251724,0.5,1.5,3750.0,25.04075395048272,6409.782136650238,24.64436429377219,,,1000,4,1.0,0.999,0.01,0.6,100
581,0,sa,20251705,0.5,2.0,3750.0,25.328436022934504,5494.611331639614,24.88086249218936,,,100,0,1.0,0.999,0.01,0.6,10
582,0,sa,20251706,0.5,2.0,3750.0,25.328436022934504,5999.741226435655,24.82233371221476,,,100,4,1.0,0.999,0.01,0.6,10
583,0,sa,20251707,0.5,2.0,3750.0,25.328436022934504,6963.195636501254,24.731238275800617,,,1000,0,1.0,0.999,0.01,0.6,100
584,0,sa,20251708,0.5,2.0,3750.0,25.328436022934504,7001.815680362141,24.668491902574456,,,1000,4,1.0,0.999,0.01,0.6,100
565,0,sa,20251689,0.5,2.5,3750.0,25.551579574248713,6356.897249236979,24.70205827055901,,,100,0,1.0,0.999,0.01,0.6,10
566,0,sa,20251690,0.5,2.5,3750.0,25.551579574248713,7179.169407777362,24.62553078952932,,,100,4,1.0,0.999,0.01,0.6,10
