run_id,simulation_id,model,seed,scale_plume_factor,scale_mass_factor,plume_prior_mean,logm_prior_mean,plume_estimate,logm_estimate,best_posterior,runtime_sec,runs,restarts,T0,alpha,T_end,likelihood_sigma,print_every
567,0,sa,20251691,0.5,2.5,3750.0,25.551579574248713,6990.893425115929,24.73588522952295,,,1000,0,1.0,0.999,0.01,0.6,100
568,0,sa,20251692,0.5,2.5,3750.0,25.551579574248713,6612.727732026751,24.76647968717216,,,1000,4,1.0,0.999,0.01,0.6,100
549,0,sa,20251673,0.6666666666666666,0.4,5000.0,23.7189981105004,6792.878537123086,24.71979354867174,,,100,0,1.0,0.999,0.01,0.6,10
550,0,sa,20251674,0.6666666666666666,0.4,5000.0,23.7189981105004,6791.308529922605,24.679105497912097,,,100,4,1.0,0.999,0.01,0.6,10
551,0,sa,20251675,0.6666666666666666,0.4,5000.0,23.7189981105004,7403.031808838567,24.61662262338667,,,1000,0,1.0,0.999,0.01,0.6,100
552,0,sa,20251676,0.6666666666666666,0.4,5000.0,23.7189981105004,7329.791400136482,24.604635989154467,,,1000,4,1.0,0.999,0.01,0.6,100
533,0,sa,20251657,0.6666666666666666,0.5,5000.0,23.942141661814613,7269.73851159577,24.577001339588037,,,100,0,1.0,0.999,0.01,0.6,10
534,0,sa,20251658,0.6666666666666666,0.5,5000.0,23.942141661814613,6617.710485747161,24.614501905374848,,,100,4,1.0,0.999,0.01,0.6,10
535,0,sa,20251659,0.6666666666666666,0.5,5000.0,23.942141661814613,7539.578729475742,24.70083219755421,,,1000,0,1.0,0.999,0.01,0.6,100
536,0,sa,20251660,0.6666666666666666,0.5,5000.0,23.942141661814613,7206.663439537431,24.669963623320974,,,1000,4,1.0,0.999,0.01,0.6,100
517,0,sa,20251641,0.6666666666666666,0.6666666666666666,5000.0,24.229823734266393,7378.925700187943,24.703418805592868,,,100,0,1.0,0.999,0.01,0.6,10
518,0,sa,20251642,0.6666666666666666,0.6666666666666666,5000.0,24.229823734266393,7478.621380420293,24.72870159344973,,,100,4,1.0,0.999,0.01,0.6,10
519,0,sa,20251643,0.6666666666666666,0.6666666666666666,5000.0,24.229823734266393,7330.504825462117,24.619509052546373,,,1000,0,1.0,0.999,0.01,0.6,100
520,0,sa,20251644,0.6666666666666666,0.6666666666666666,5000.0,24.229823734266393,7020.854770598132,24.63973988123705,,,1000,4,1.0,0.999,0.01,0.6,100
501,0,sa,20251625,0.6666666666666666,1.0,5000.0,24.635288842374557,7662.351050143778,24.57572174549675,,,100,0,1.0,0.999,0.01,0.6,10
502,0,sa,20251626,0.6666666666666666,1.0,5000.0,24.635288842374557,7426.449140030953,24.736546326692416,,,100,4,1.0,0.999,0.01,0.6,10
503,0,sa,20251627,0.6666666666666666,1.0,5000.0,24.635288842374557,6920.641668023783,24.711205762457407,,,1000,0,1.0,0.999,0.01,0.6,100
504,0,sa,20251628,0.6666666666666666,1.0,5000.0,24.635288842374557,7181.261392127556,24.72581487730869,,,1000,4,1.0,0.999,0.01,0.6,100
485,0,sa,20251609,0.6666666666666666,1.5,5000.0,25.04075395048272,6771.8200842718115,24.647436322843593,,,100,0,1.0,0.999,0.01,0.6,10
486,0,sa,20251610,0.6666666666666666,1.5,5000.0,25.04075395048272,7024.598362984754,24.624182830688948,,,100,4,1.0,0.999,0.01,0.6,10
487,0,sa,20251611,0.6666666666666666,1.5,5000.0,25.04075395048272,7460.634520625782,24.65741144552575,,,1000,0,1.0,0.999,0.01,0.6,100
488,0,sa,20251612,0.6666666666666666,1.5,5000.0,25.04075395048272,7196.724859334193,24.690143534713727,,,1000,4,1.0,0.999,0.01,0.6,100
469,0,sa,20251593,0.6666666666666666,2.0,5000.0,25.328436022934504,7371.814546879666,24.675824895116637,,,100,0,1.0,0.999,0.01,0.6,10
470,0,sa,20251594,0.6666666666666666,2.0,5000.0,25.328436022934504,7449.015001067232,24.635019347441084,,,100,4,1.0,0.999,0.01,0.6,10
471,0,sa,20251595,0.6666666666666666,2.0,5000.0,25.328436022934504,7606.09577415984,24.706510288866543,,,1000,0,1.0,0.999,0.01,0.6,100
472,0,sa,20251596,0.6666666666666666,2.0,5000.0,25.328436022934504,7162.466866304971,24.627991287109737,,,1000,4,1.0,0.999,0.01,0.6,100
453,0,sa,20251577,0.6666666666666666,2.5,5000.0,25.551579574248713,7737.7701817611405,24.63809470656483,,,100,0,1.0,0.999,0.01,0.6,10
454,0,sa,20251578,0.6666666666666666,2.5,5000.0,25.551579574248713,7532.953886316879,24.557273774334465,,,100,4,1.0,0.999,0.01,0.6,10
455,0,sa,20251579,0.6666666666666666,2.5,5000.0,25.551579574248713,7320.048845782588,24.645518283691164,,,1000,0,1.0,0.999,0.01,0.6,100
456,0,sa,20251580,0.6666666666666666,2.5,5000.0,25.551579574248713,7068.368334465939,24.66214379345887,,,1000,4,1.0,0.999,0.01,0.6,100
437,0,sa,20251561,1.0,0.4,7500.0,23.7189981105004,7630.851692669196,24.66490203695008,,,100,0,1.0,0.999,0.01,0.6,10
438,0,sa,20251562,1.0,0.4,7500.0,23.7189981105004,7325.293246311697,24.73820503959413,,,100,4,1.0,0.999,0.01,0.6,10
439,0,sa,20251563,1.0,0.4,7500.0,23.7189981105004,7696.9088048838785,24.63327365721322,,,1000,0,1.0,0.999,0.01,0.6,100
440,0,sa,20251564,1.0,0.4,7500.0,23.7189981105004,7939.161972824025,24.606359650596083,,,1000,4,1.0,0.999,0.01,0.6,100
421,0,sa,20251545,1.0,0.5,7500.0,23.942141661814613,7171.797232215751,24.796408180049465,,,100,0,1.0,0.999,0.01,0.6,10
422,0,sa,20251546,1.0,0.5,7500.0,23.942141661814613,7603.863610688429,24.682103628072824,,,100,4,1.0,0.999,0.01,0.6,10
423,0,sa,20251547,1.0,0.5,7500.0,23.942141661814613,7895.8715197398815,24.689572248565767,,,1000,0,1.0,0.999,0.01,0.6,100
424,0,sa,20251548,1.0,0.5,7500.0,23.942141661814613,7201.25399390184,24.656428874422215,,,1000,4,1.0,0.999,0.01,0.6,100
405,0,sa,20251529,1.0,0.6666666666666666,7500.0,24.229823734266393,8210.713304545896,24.51197200324228,,,100,0,1.0,0.999,0.01,0.6,10
406,0,sa,20251530,1.0,0.6666666666666666,7500.0,24.229823734266393,8580.915176775357,24.543348660731,,,100,4,1.0,0.999,0.01,0.6,10
407,0,sa,20251531,1.0,0.6666666666666666,7500.0,24.229823734266393,7861.002855268842,24.60301989252604,,,1000,0,1.0,0.999,0.01,0.6,100
408,0,sa,20251532,1.0,0.6666666666666666,7500.0,24.229823734266393,7798.164934834656,24.62902468455764,,,1000,4,1.0,0.999,0.01,0.6,100
389,0,sa,20251513,1.0,1.0,7500.0,24.635288842374557,6990.446846596494,24.714036386154607,,,100,0,1.0,0.999,0.01,0.6,10
390,0,sa,20251514,1.0,1.0,7500.0,24.635288842374557,7853.791149661944,24.75990501072727,,,100,4,1.0,0.999,0.01,0.6,10
391,0,sa,20251515,1.0,1.0,7500.0,24.635288842374557,8677.450368291415,24.58900058583715,,,1000,0,1.0,0.999,0.01,0.6,100
392,0,sa,20251516,1.0,1.0,7500.0,24.635288842374557,7437.051440929468,24.665706352415175,,,1000,4,1.0,0.999,0.01,0.6,100
373,0,sa,20251497,1.0,1.5,7500.0,25.04075395048272,7606.633987478372,24.60432403762208,,,100,0,1.0,0.999,0.01,0.6,10
374,0,sa,20251498,1.0,1.5,7500.0,25.04075395048272,7440.43167134227,24.721247563136224,,,100,4,1.0,0.999,0.01,0.6,10
375,0,sa,20251499,1.0,1.5,7500.0,25.04075395048272,7533.860492842169,24.598459670407024,,,1000,0,1.0,0.999,0.01,0.6,100
376,0,sa,20251500,1.0,1.5,7500.0,25.04075395048272,7538.253163737709,24.59149492897289,,,1000,4,1.0,0.999,0.01,0.6,100
357,0,sa,20251481,1.0,2.0,7500.0,25.328436022934504,7821.913440266926,24.58180274300878,,,100,0,1.0,0.999,0.01,0.6,10
358,0,sa,20251482,1.0,2.0,7500.0,25.328436022934504,7465.679682740002,24.62228939192776,,,100,4,1.0,0.999,0.01,0.6,10
359,0,sa,20251483,1.0,2.0,7500.0,25.328436022934504,7360.690995626131,24.707571514737097,,,1000,0,1.0,0.999,0.01,0.6,100
360,0,sa,20251484,1.0,2.0,7500.0,25.328436022934504,7316.878515569369,24.69490718467973,,,1000,4,1.0,0.999,0.01,0.6,100
341,0,sa,20251465,1.0,2.5,7500.0,25.551579574248713,8922.138023925621,24.702673904761625,,,100,0,1.0,0.999,0.01,0.6,10
342,0,sa,20251466,1.0,2.5,7500.0,25.551579574248713,6912.350224112919,24.674295071780417,,,100,4,1.0,0.999,0.01,0.6,10
343,0,sa,20251467,1.0,2.5,7500.0,25.551579574248713,7804.1139323906755,24.627271480514704,,,1000,0,1.0,0.999,0.01,0.6,100
344,0,sa,20251468,1.0,2.5,7500.0,25.551579574248713,7474.985978834807,24.65463509141885,,,1000,4,1.0,0.999,0.01,0.6,100
325,0,sa,20251449,1.5,0.4,11250.0,23.7189981105004,7131.646495515979,24.593827575457535,,,100,0,1.0,0.999,0.01,0.6,10
326,0,sa,20251450,1.5,0.4,11250.0,23.7189981105004,8282.683841754311,24.518776461379847,,,100,4,1.0,0.999,0.01,0.6,10
327,0,sa,20251451,1.5,0.4,11250.0,23.7189981105004,8217.104933280189,24.626903127439192,,,1000,0,1.0,0.999,0.01,0.6,100
328,0,sa,20251452,1.5,0.4,11250.0,23.7189981105004,8245.634204549231,24.653533759254422,,,1000,4,1.0,0.999,0.01,0.6,100
309,0,sa,20251433,1.5,0.5,11250.0,23.942141661814613,8017.078945879554,24.57357014973265,,,100,0,1.0,0.999,0.01,0.6,10
310,0,sa,20251434,1.5,0.5,11250.0,23.942141661814613,7187.8898706365435,24.696162987398303,,,100,4,1.0,0.999,0.01,0.6,10
311,0,sa,20251435,1.5,0.5,11250.0,23.942141661814613,8061.412115973639,24.7318603744762,,,1000,0,1.0,0.999,0.01,0.6,100
312,0,sa,20251436,1.5,0.5,11250.0,23.942141661814613,7819.982175536104,24.706502559843734,,,1000,4,1.0,0.999,0.01,0.6,100
293,0,sa,20251417,1.5,0.6666666666666666,11250.0,24.229823734266393,9303.86704022485,24.611748787441464,,,100,0,1.0,0.999,0.01,0.6,10
294,0,sa,20251418,1.5,0.6666666666666666,11250.0,24.229823734266393,8004.944081546916,24.720718310888664,,,100,4,1.0,0.999,0.01,0.6,10
295,0,sa,20251419,1.5,0.6666666666666666,11250.0,24.229823734266393,7881.817761014443,24.607911734082055,,,1000,0,1.0,0.999,0.01,0.6,100
296,0,sa,20251420,1.5,0.6666666666666666,11250.0,24.229823734266393,8386.70448452231,24.645190394788052,,,1000,4,1.0,0.999,0.01,0.6,100
277,0,sa,20251401,1.5,1.0,11250.0,24.635288842374557,7678.571505462919,24.500732060568023,,,100,0,1.0,0.999,0.01,0.6,10
278,0,sa,20251402,1.5,1.0,11250.0,24.635288842374557,8806.90761224142,24.660024357147677,,,100,4,1.0,0.999,0.01,0.6,10
279,0,sa,20251403,1.5,1.0,11250.0,24.635288842374557,7929.483832294969,24.584019991178092,,,1000,0,1.0,0.999,0.01,0.6,100
280,0,sa,20251404,1.5,1.0,11250.0,24.635288842374557,7629.739869464478,24.651179168035245,,,1000,4,1.0,0.999,0.01,0.6,100
261,0,sa,20251385,1.5,1.5,11250.0,25.04075395048272,7910.705278810417,24.50511266178381,,,100,0,1.0,0.999,0.01,0.6,10
262,0,sa,20251386,1.5,1.5,11250.0,25.04075395048272,8157.03823678589,24.65750092767488,,,100,4,1.0,0.999,0.01,0.6,10
263,0,sa,20251387,1.5,1.5,11250.0,25.04075395048272,8377.111105526565,24.650984824137424,,,1000,0,1.0,0.999,0.01,0.6,100
264,0,sa,20251388,1.5,1.5,11250.0,25.04075395048272,7614.981822035536,24.586419631338114,,,1000,4,1.0,0.999,0.01,0.6,100
245,0,sa,20251369,1.5,2.0,11250.0,25.328436022934504,8986.26342062575,24.73182994547423,,,100,0,1.0,0.999,0.01,0.6,10
246,0,sa,20251370,1.5,2.0,11250.0,25.328436022934504,7914.15341710341,24.63365591739739,,,100,4,1.0,0.999,0.01,0.6,10
247,0,sa,20251371,1.5,2.0,11250.0,25.328436022934504,8546.786175484229,24.68965174338508,,,1000,0,1.0,0.999,0.01,0.6,100
248,0,sa,20251372,1.5,2.0,11250.0,25.328436022934504,8696.739879599758,24.620322677053444,,,1000,4,1.0,0.999,0.01,0.6,100
229,0,sa,20251353,1.5,2.5,11250.0,25.551579574248713,7259.002756662836,24.66685440530415,,,100,0,1.0,0.999,0.01,0.6,10
230,0,sa,20251354,1.5,2.5,11250.0,25.551579574248713,7785.734772057809,24.74205489425569,,,100,4,1.0,0.999,0.01,0.6,10
231,0,sa,20251355,1.5,2.5,11250.0,25.551579574248713,7609.924862766134,24.647777209109545,,,1000,0,1.0,0.999,0.01,0.6,100
232,0,sa,20251356,1.5,2.5,11250.0,25.551579574248713,7535.263066754266,24.59872646151065,,,1000,4,1.0,0.999,0.01,0.6,100
213,0,sa,20251337,2.0,0.4,15000.0,23.7189981105004,8906.139803508022,24.679100158169465,,,100,0,1.0,0.999,0.01,0.6,10
214,0,sa,20251338,2.0,0.4,15000.0,23.7189981105004,7848.4749001180835,24.59785839175928,,,100,4,1.0,0.999,0.01,0.6,10
215,0,sa,20251339,2.0,0.4,15000.0,23.7189981105004,7844.518190964802,24.611116933131292,,,1000,0,1.0,0.999,0.01,0.6,100
216,0,sa,20251340,2.0,0.4,15000.0,23.7189981105004,8138.79703736782,24.65014471152131,,,1000,4,1.0,0.999,0.01,0.6,100
197,0,sa,20251321,2.0,0.5,15000.0,23.942141661814613,7856.405546023501,24.6001464814016,,,100,0,1.0,0.999,0.01,0.6,10
198,0,sa,20251322,2.0,0.5,15000.0,23.942141661814613,8427.716208289627,24.686753007305857,,,100,4,1.0,0.999,0.01,0.6,10
199,0,sa,20251323,2.0,0.5,15000.0,23.942141661814613,8207.08322275243,24.634570279394076,,,1000,0,1.0,0.999,0.01,0.6,100
200,0,sa,20251324,2.0,0.5,15000.0,23.942141661814613,7771.04531111877,24.64943816481964,,,1000,4,1.0,0.999,0.01,0.6,100
181,0,sa,20251305,2.0,0.6666666666666666,15000.0,24.229823734266393,8273.915487762762,24.59402370366639,,,100,0,1.0,0.999,0.01,0.6,10
182,0,sa,20251306,2.0,0.6666666666666666,15000.0,24.229823734266393,7656.401359364468,24.55855390886775,,,100,4,1.0,0.999,0.01,0.6,10
183,0,sa,20251307,2.0,0.6666666666666666,15000.0,24.229823734266393,7958.616585413457,24.677898465735435,,,1000,0,1.0,0.999,0.01,0.6,100
184,0,sa,20251308,2.0,0.6666666666666666,15000.0,24.229823734266393,8394.821837486532,24.6238595877086,,,1000,4,1.0,0.999,0.01,0.6,100
165,0,sa,20251289,2.0,1.0,15000.0,24.635288842374557,7533.114407819396,24.678978164438345,,,100,0,1.0,0.999,0.01,0.6,10
166,0,sa,20251290,2.0,1.0,15000.0,24.635288842374557,7975.080817625892,24.692299061788685,,,100,4,1.0,0.999,0.01,0.6,10
167,0,sa,20251291,2.0,1.0,15000.0,24.635288842374557,7591.484020145336,24.646751332623335,,,1000,0,1.0,0.999,0.01,0.6,100
168,0,sa,20251292,2.0,1.0,15000.0,24.635288842374557,8294.189381925646,24.658409563435708,,,1000,4,1.0,0.999,0.01,0.6,100
149,0,sa,20251273,2.0,1.5,15000.0,25.04075395048272,10309.351565915616,24.60068630196308,,,100,0,1.0,0.999,0.01,0.6,10
150,0,sa,20251274,2.0,1.5,15000.0,25.04075395048272,7809.788422258045,24.62416024305451,,,100,4,1.0,0.999,0.01,0.6,10
151,0,sa,20251275,2.0,1.5,15000.0,25.04075395048272,7573.558883256995,24.599098483725538,,,1000,0,1.0,0.999,0.01,0.6,100
152,0,sa,20251276,2.0,1.5,15000.0,25.04075395048272,7440.305884031027,24.643328577025937,,,1000,4,1.0,0.999,0.01,0.6,100
133,0,sa,20251257,2.0,2.0,15000.0,25.328436022934504,9384.55291374032,24.598218606581103,,,100,0,1.0,0.999,0.01,0.6,10
134,0,sa,20251258,2.0,2.0,15000.0,25.328436022934504,8130.246667694826,24.67266295611226,,,100,4,1.0,0.999,0.01,0.6,10
135,0,sa,20251259,2.0,2.0,15000.0,25.328436022934504,8455.393434808877,24.54309619340953,,,1000,0,1.0,0.999,0.01,0.6,100
136,0,sa,20251260,2.0,2.0,15000.0,25.328436022934504,7935.9675864734,24.647009676390507,,,1000,4,1.0,0.999,0.01,0.6,100
117,0,sa,20251241,2.0,2.5,15000.0,25.551579574248713,8293.611282459426,24.63525576345988,,,100,0,1.0,0.999,0.01,0.6,10
118,0,sa,20251242,2.0,2.5,15000.0,25.551579574248713,7403.389099900929,24.61435327787457,,,100,4,1.0,0.999,0.01,0.6,10
119,0,sa,20251243,2.0,2.5,15000.0,25.551579574248713,7830.361599850223,24.680832471914385,,,1000,0,1.0,0.999,0.01,0.6,100
120,0,sa,20251244,2.0,2.5,15000.0,25.551579574248713,8548.051609829385,24.642947273839553,,,1000,4,1.0,0.999,0.01,0.6,100
101,0,sa,20251225,2.5,0.4,18750.0,23.7189981105004,7907.358312639472,24.49556677786002,,,100,0,1.0,0.999,0.01,0.6,10
102,0,sa,20251226,2.5,0.4,18750.0,23.7189981105004,8385.144680621273,24.69174472385195,,,100,4,1.0,0.999,0.01,0.6,10
103,0,sa,20251227,2.5,0.4,18750.0,23.7189981105004,7541.248003261681,24.713014050041547,,,1000,0,1.0,0.999,0.01,0.6,100
104,0,sa,20251228,2.5,0.4,18750.0,23.7189981105004,7882.945894853891,24.651706206292182,,,1000,4,1.0,0.999,0.01,0.6,100
85,0,sa,20251209,2.5,0.5,18750.0,23.942141661814613,9703.08316744611,24.77620233849276,,,100,0,1.0,0.999,0.01,0.6,10
86,0,sa,20251210,2.5,0.5,18750.0,23.942141661814613,7956.685058424198,24.64381968488199,,,100,4,1.0,0.999,0.01,0.6,10
87,0,sa,20251211,2.5,0.5,18750.0,23.942141661814613,8461.34685942204,24.666727485787927,,,1000,0,1.0,0.999,0.01,0.6,100
88,0,sa,20251212,2.5,0.5,18750.0,23.942141661814613,8804.744644641482,24.62194270276615,,,1000,4,1.0,0.999,0.01,0.6,100
69,0,sa,20251193,2.5,0.6666666666666666,18750.0,24.229823734266393,8752.699350221443,24.61242618626663,,,100,0,1.0,0.999,0.01,0.6,10
70,0,sa,20251194,2.5,0.6666666666666666,18750.0,24.229823734266393,7300.633802369154,24.783804363923796,,,100,4,1.0,0.999,0.01,0.6,10
71,0,sa,20251195,2.5,0.6666666666666666,18750.0,24.229823734266393,8009.691534145583,24.604118080245023,,,1000,0,1.0,0.999,0.01,0.6,100
72,0,sa,20251196,2.5,0.6666666666666666,18750.0,24.229823734266393,7843.663051046088,24.59275510751376,,,1000,4,1.0,0.999,0.01,0.6,100
53,0,sa,20251177,2.5,1.0,18750.0,24.635288842374557,8602.562688045451,24.7635116766054,,,100,0,1.0,0.999,0.01,0.6,10
54,0,sa,20251178,2.5,1.0,18750.0,24.635288842374557,8306.829039390488,24.698304264585445,,,100,4,1.0,0.999,0.01,0.6,10
55,0,sa,20251179,2.5,1.0,18750.0,24.635288842374557,8389.349590496657,24.634399120073763,,,1000,0,1.0,0.999,0.01,0.6,100
56,0,sa,20251180,2.5,1.0,18750.0,24.635288842374557,8198.403222020239,24.548149467101297,,,1000,4,1.0,0.999,0.01,0.6,100
37,0,sa,20251161,2.5,1.5,18750.0,25.04075395048272,8714.131534487444,24.667038881149537,,,100,0,1.0,0.999,0.01,0.6,10
38,0,sa,20251162,2.5,1.5,18750.0,25.04075395048272,7442.9017252574495,24.63092918676694,,,100,4,1.0,0.999,0.01,0.6,10
