run_id,simulation_id,model,seed,scale_plume_factor,scale_mass_factor,plume_prior_mean,logm_prior_mean,plume_estimate,logm_estimate,best_posterior,runtime_sec,runs,restarts,T0,alpha,T_end,likelihood_sigma,print_every
294,0,pso,20260405,0.64,1.6,4800.0,25.10529247162029,8561.288318500001,24.38043952621277,-96.8914670178495,1176.9060843749903,1000,4,1.0,,0.2,0.6,100
301,0,pso,20260412,0.64,1.25,4800.0,24.858432393688766,8561.2798105,24.380549260521498,-96.87580469998505,235.7347233747132,1000,0,1.0,,0.2,0.6,100
302,0,pso,20260413,0.64,1.25,4800.0,24.858432393688766,8561.282027500001,24.380548671331272,-96.87579566518933,1178.372131458018,1000,4,1.0,,0.2,0.6,100
309,0,pso,20260420,0.64,1.0,4800.0,24.635288842374557,8561.2831545,24.380344077198895,-96.86349191840567,235.5803698329255,1000,0,1.0,,0.2,0.6,100
310,0,pso,20260421,0.64,1.0,4800.0,24.635288842374557,8561.2831545,24.380344077198895,-96.86349191840567,1178.844289416913,1000,4,1.0,,0.2,0.6,100
317,0,pso,20260428,0.64,0.8,4800.0,24.412145291060348,8561.275832500001,24.380543604333496,-96.85308295772357,235.8924965420738,1000,0,1.0,,0.2,0.6,100
318,0,pso,20260429,0.64,0.8,4800.0,24.412145291060348,8561.282861500002,24.380548449470602,-96.85308126500396,1180.066115041729,1000,4,1.0,,0.2,0.6,100
325,0,pso,20260436,0.64,0.64,4800.0,24.18900173974614,8561.292905500097,24.380129318095012,-96.84464925254449,237.66779958410189,1000,0,1.0,,0.2,0.6,100
326,0,pso,20260437,0.64,0.64,4800.0,24.18900173974614,8561.2922925,24.38012946107249,-96.84464594820008,1182.988517541904,1000,4,1.0,,0.2,0.6,100
333,0,pso,20260444,0.64,0.5,4800.0,23.942141661814613,8561.283171500001,24.380171087567728,-96.83780208878936,236.31730124959722,1000,0,1.0,,0.2,0.6,100
334,0,pso,20260445,0.64,0.5,4800.0,23.942141661814613,8561.283171500001,24.380171087567728,-96.83780208878936,1180.483099500183,1000,4,1.0,,0.2,0.6,100
341,0,pso,20260452,0.5,2.0,3750.0,25.328436022934504,7685.961470500031,24.381991062407607,-107.30875554709897,237.5918386252597,1000,0,1.0,,0.2,0.6,100
342,0,pso,20260453,0.5,2.0,3750.0,25.328436022934504,7685.9614705,24.38199106240794,-107.30875554709874,1185.3706054999493,1000,4,1.0,,0.2,0.6,100
349,0,pso,20260460,0.5,1.6,3750.0,25.10529247162029,7685.957290500003,24.38180357356194,-107.29283050234346,236.83835829189047,1000,0,1.0,,0.2,0.6,100
350,0,pso,20260461,0.5,1.6,3750.0,25.10529247162029,7685.972682500002,24.38182940988783,-107.29282348677026,1228.9524372499436,1000,4,1.0,,0.2,0.6,100
357,0,pso,20260468,0.5,1.25,3750.0,24.858432393688766,7685.9648805000015,24.381573268419327,-107.2771511770876,280.76899720774963,1000,0,1.0,,0.2,0.6,100
358,0,pso,20260469,0.5,1.25,3750.0,24.858432393688766,7685.9648805000015,24.381573268419327,-107.2771511770876,1397.6963495407254,1000,4,1.0,,0.2,0.6,100
365,0,pso,20260476,0.5,1.0,3750.0,24.635288842374557,7685.964880500001,24.381573268418364,-107.26486006447686,237.6435595001094,1000,0,1.0,,0.2,0.6,100
366,0,pso,20260477,0.5,1.0,3750.0,24.635288842374557,7685.964880500001,24.381573268418364,-107.26486006447686,1180.6863737078384,1000,4,1.0,,0.2,0.6,100
373,0,pso,20260484,0.5,0.8,3750.0,24.412145291060348,7685.991606573154,24.381376516460616,-107.25448238680488,241.27724629081786,1000,0,1.0,,0.2,0.6,100
374,0,pso,20260485,0.5,0.8,3750.0,24.412145291060348,7685.964880500001,24.381573268417792,-107.25445468066066,4095.539348332677,1000,4,1.0,,0.2,0.6,100
381,0,pso,20260492,0.5,0.64,3750.0,24.18900173974614,7685.979032500001,24.381590038281125,-107.24605420789284,249.7905106251128,1000,0,1.0,,0.2,0.6,100
382,0,pso,20260493,0.5,0.64,3750.0,24.18900173974614,7685.964880500001,24.381573268094424,-107.24604460933982,1207.251405541785,1000,4,1.0,,0.2,0.6,100
389,0,pso,20260500,0.5,0.5,3750.0,23.942141661814613,7685.969845500001,24.38149365792544,-107.23921304328393,242.20675708260387,1000,0,1.0,,0.2,0.6,100
390,0,pso,20260501,0.5,0.5,3750.0,23.942141661814613,7685.969845500001,24.38149365792544,-107.23921304328393,1205.9987337081693,1000,4,1.0,,0.2,0.6,100
