526774.000 1381087.000 100.000
526028.000 1380972.000 100.000
525477.000 1380291.000 100.000
524516.000 1379866.000 100.000
523595.000 1379462.000 100.000
522674.000 1379481.000 100.000
521642.000 1379304.000 100.000
520715.000 1378964.000 100.000
519877.000 1378201.000 100.000
520742.000 1379432.000 100.000
520990.000 1380130.000 100.000
520892.000 1381127.000 100.000
521902.000 1382109.000 100.000
522118.000 1379921.000 100.000
523973.000 1380489.000 100.000
525162.000 1380976.000 100.000
525544.000 1381476.000 100.000
525760.000 1382320.000 100.000
524400.000 1382378.000 100.000
523387.000 1382182.000 100.000
522453.000 1381550.000 100.000
521894.000 1380712.000 100.000
529889.000 1379931.000 100.000
529139.000 1380417.000 100.000
528622.000 1380874.000 100.000
527524.000 1380945.000 100.000
526823.000 1381601.000 100.000
526524.000 1381709.000 100.000
524433.000 1381454.000 100.000
523722.000 1381349.000 100.000
528142.000 1381657.000 100.000
530232.000 1382772.000 100.000
530418.000 1383102.000 100.000
531371.000 1382795.000 100.000
529666.000 1383245.000 100.000
528975.000 1383175.000 100.000
522302.000 1377932.000 100.000
528159.000 1380191.000 100.000
527137.000 1380167.000 100.000
526109.000 1380543.000 100.000
525983.000 1379744.000 100.000
523983.000 1378749.000 100.000
523174.000 1379228.000 100.000
522536.000 1378550.000 100.000
521505.000 1378499.000 100.000
521747.000 1377510.000 100.000
522806.000 1377761.000 100.000
523894.000 1377922.000 100.000
524826.000 1378577.000 100.000
525759.000 1378887.000 100.000
526664.000 1378620.000 100.000
527927.000 1379208.000 100.000
528574.000 1379238.000 100.000
530429.000 1379430.000 100.000
531058.000 1380228.000 100.000
530597.000 1380732.000 100.000
531201.000 1381246.000 100.000
530293.000 1381534.000 100.000
529451.000 1381172.000 100.000
530518.000 1380992.000 100.000
521537.000 1376665.000 100.000
522559.000 1376999.000 100.000
523856.000 1377173.000 100.000
524591.000 1377489.000 100.000
525564.000 1377877.000 100.000
526899.000 1379123.000 100.000
524505.000 1380950.000 100.000
522646.000 1380659.000 100.000
526416.000 1382894.000 100.000
527536.000 1383362.000 100.000
527796.000 1382127.000 100.000
527021.000 1381806.000 100.000
528675.000 1382740.000 100.000
528763.000 1384430.000 100.000
526617.000 1379772.000 100.000
