-50000.0 -50000.0
-38888.9 -50000.0
-27777.8 -50000.0
-16666.7 -50000.0
-5555.6 -50000.0
5555.6 -50000.0
16666.7 -50000.0
27777.8 -50000.0
38888.9 -50000.0
50000.0 -50000.0
-50000.0 -38888.9
-38888.9 -38888.9
-27777.8 -38888.9
-16666.7 -38888.9
-5555.6 -38888.9
5555.6 -38888.9
16666.7 -38888.9
27777.8 -38888.9
38888.9 -38888.9
50000.0 -38888.9
-50000.0 -27777.8
-38888.9 -27777.8
-27777.8 -27777.8
-16666.7 -27777.8
-5555.6 -27777.8
5555.6 -27777.8
16666.7 -27777.8
27777.8 -27777.8
38888.9 -27777.8
50000.0 -27777.8
-50000.0 -16666.7
-38888.9 -16666.7
-27777.8 -16666.7
-16666.7 -16666.7
-5555.6 -16666.7
5555.6 -16666.7
16666.7 -16666.7
27777.8 -16666.7
38888.9 -16666.7
50000.0 -16666.7
-50000.0 -5555.6
-38888.9 -5555.6
-27777.8 -5555.6
-16666.7 -5555.6
-5555.6 -5555.6
5555.6 -5555.6
16666.7 -5555.6
27777.8 -5555.6
38888.9 -5555.6
50000.0 -5555.6
-50000.0 5555.6
-38888.9 5555.6
-27777.8 5555.6
-16666.7 5555.6
-5555.6 5555.6
5555.6 5555.6
16666.7 5555.6
27777.8 5555.6
38888.9 5555.6
50000.0 5555.6
-50000.0 16666.7
-38888.9 16666.7
-27777.8 16666.7
-16666.7 16666.7
-5555.6 16666.7
5555.6 16666.7
16666.7 16666.7
27777.8 16666.7
38888.9 16666.7
50000.0 16666.7
-50000.0 27777.8
-38888.9 27777.8
-27777.8 27777.8
-16666.7 27777.8
-5555.6 27777.8
5555.6 27777.8
16666.7 27777.8
27777.8 27777.8
38888.9 27777.8
50000.0 27777.8
-50000.0 38888.9
-38888.9 38888.9
-27777.8 38888.9
-16666.7 38888.9
-5555.6 38888.9
5555.6 38888.9
16666.7 38888.9
27777.8 38888.9
38888.9 38888.9
50000.0 38888.9
-50000.0 50000.0
-38888.9 50000.0
-27777.8 50000.0
-16666.7 50000.0
-5555.6 50000.0
5555.6 50000.0
16666.7 50000.0
27777.8 50000.0
38888.9 50000.0
50000.0 50000.0
