plume_height,log_mass
11250.0,23.942141661814613
11024.667464641294,24.35610615231556
11024.667464641294,24.35610615231556
11029.573832782184,24.763463064189512
11029.573832782184,24.763463064189512
11029.573832782184,24.763463064189512
9949.283103297528,24.772878448492367
10334.11368235787,24.81491801903297
10334.11368235787,24.81491801903297
10423.943862927203,24.71971600648573
10423.943862927203,24.71971600648573
10423.943862927203,24.71971600648573
10423.943862927203,24.71971600648573
10423.943862927203,24.71971600648573
10423.943862927203,24.71971600648573
10423.943862927203,24.71971600648573
9626.901854786616,24.65796519326511
9626.901854786616,24.65796519326511
9626.901854786616,24.65796519326511
9626.901854786616,24.65796519326511
8810.926154239334,24.564270846758195
8313.134383410856,24.523257607408187
8313.134383410856,24.523257607408187
8313.134383410856,24.523257607408187
9286.922427781807,24.69750788793239
9286.922427781807,24.69750788793239
8864.750911763816,24.6496697667901
8864.750911763816,24.6496697667901
8864.750911763816,24.6496697667901
8864.750911763816,24.6496697667901
8864.750911763816,24.6496697667901
8864.750911763816,24.6496697667901
8864.750911763816,24.6496697667901
8609.097748308473,24.597807440890595
8842.47174425297,24.6180088308995
8842.47174425297,24.6180088308995
8842.47174425297,24.6180088308995
9000.893619584047,24.8162525376598
9000.893619584047,24.8162525376598
9000.893619584047,24.8162525376598
9000.893619584047,24.8162525376598
8555.343048243549,24.6576436552588
8555.343048243549,24.6576436552588
8555.343048243549,24.6576436552588
8555.343048243549,24.6576436552588
8555.343048243549,24.6576436552588
8798.888841619793,24.55496253682044
8798.888841619793,24.55496253682044
8798.888841619793,24.55496253682044
8798.888841619793,24.55496253682044
8798.888841619793,24.55496253682044
8798.888841619793,24.55496253682044
8879.574588295727,24.62023818238265
8768.677797755128,24.66302919770465
8768.677797755128,24.66302919770465
8802.752925393626,24.591585901884105
8802.752925393626,24.591585901884105
8802.752925393626,24.591585901884105
8802.752925393626,24.591585901884105
8802.752925393626,24.591585901884105
8802.752925393626,24.591585901884105
8802.752925393626,24.591585901884105
8802.752925393626,24.591585901884105
8802.752925393626,24.591585901884105
8802.752925393626,24.591585901884105
8802.752925393626,24.591585901884105
8802.752925393626,24.591585901884105
8802.752925393626,24.591585901884105
8802.752925393626,24.591585901884105
8802.752925393626,24.591585901884105
8843.945622749889,24.703228260347373
8421.415162096326,24.786704298062308
8237.086824966153,24.743771987860917
8237.086824966153,24.743771987860917
8237.086824966153,24.743771987860917
8237.086824966153,24.743771987860917
8237.086824966153,24.743771987860917
8108.881154340931,24.537433865922257
8108.881154340931,24.537433865922257
8100.232622600454,24.58980633265777
8100.232622600454,24.58980633265777
8091.1264654682645,24.70294398064749
7730.157273428314,24.67539961673031
7730.157273428314,24.67539961673031
7730.157273428314,24.67539961673031
7728.385705038734,24.54568183799076
7108.290578609574,24.557363268365965
6918.197520751021,24.621628204724075
6918.197520751021,24.621628204724075
6918.197520751021,24.621628204724075
7561.299995440818,24.577880113030407
7111.153559303049,24.686472004142324
7111.153559303049,24.686472004142324
7111.153559303049,24.686472004142324
7118.641378581026,24.596793513658366
7118.641378581026,24.596793513658366
8073.695465851266,24.663499155181228
7790.2140578949,24.584010346442636
7790.2140578949,24.584010346442636
8017.078945879554,24.573570149732646
8017.078945879554,24.573570149732646
