# eruption_mass, alpha, median phi, max plume height, rmse
30021943727.285576 3.180860 -0.056335 7155.299129 252.018181
41108341352.133232 3.395728 0.873463 7313.697391 218.149899
27261214988.893471 3.604860 -0.553366 8866.659696 240.702996
35450434898.701698 3.902670 0.603898 6110.914288 228.479505
29244515074.763687 3.168427 -0.032769 7527.717714 246.658578
34611805124.260399 3.723994 -0.074945 8240.863971 227.447151
39764786277.322464 4.091041 0.784999 7264.116956 216.192832
30071700615.608921 3.679748 0.037787 6703.240077 242.700108
33227662812.325947 3.269086 -0.053845 9120.629193 227.114477
31887932538.235527 3.624418 -0.104434 7770.483686 234.136422
33799688849.737720 4.154538 -0.112929 8256.299563 222.592131
32261777297.017075 3.740907 -0.343202 8862.678629 228.133393
39970079594.510658 3.804202 0.420671 8170.012224 217.403760
29533636509.689335 3.293096 0.038579 6841.004878 249.878730
33205901497.372383 4.052987 -0.301455 8504.653313 226.359582
29407289817.653290 3.593253 0.067608 7264.259274 237.818552
38180424245.624062 3.971623 0.459439 8031.078536 216.186657
36714699537.360428 3.979546 0.318124 7626.149150 219.930375
34348003599.954762 3.260059 0.272969 7743.510091 230.320028
34752934926.540077 3.933420 0.068150 8306.115405 220.435695
32587886905.571404 3.107452 -0.203762 8540.180799 242.062482
33253260147.177273 3.433486 0.137266 8129.818848 227.183897
28334199664.338573 3.393824 0.180162 6817.328591 245.663920
30461595671.233532 3.608094 -0.475065 8556.197915 237.935996
29733236555.351521 3.272042 -0.132640 8241.965468 238.978774
41920535722.943283 3.531248 0.889153 7767.954171 214.837662
37433009300.349762 4.839258 0.203079 7723.511652 219.830906
33318110663.824760 3.351410 0.190956 8093.691116 227.792453
35656661459.084915 3.635960 0.056189 8583.373250 222.076909
36742853771.775429 4.080476 0.353151 7943.712500 217.410930
31635264637.244534 3.254370 0.234333 7266.877605 237.628815
36669189834.813217 3.529184 0.734823 7062.395302 221.162051
42606822716.121948 3.563216 0.635904 8464.735642 215.310273
42093610670.228294 4.041554 0.301856 9547.830376 215.320967
36398970748.250832 3.277870 0.144112 9998.881171 218.228565
37327779893.450340 3.803328 0.413380 7057.281366 225.533506
35825286799.727608 3.797863 0.013921 7562.828482 233.987586
33966506450.654247 3.601077 -0.009466 8965.780706 221.681305
35449405976.081917 3.309776 0.448072 7834.759217 224.132859
38707692187.841835 4.166668 0.421043 7787.650884 216.996250
36729643397.838638 3.497663 0.602358 7330.128131 221.539489
32474396693.042671 3.503060 -0.043893 8822.366344 225.600077
38621554824.347412 3.949308 0.306085 8221.852449 217.467290
35409245893.316917 3.572715 0.345640 8570.584656 219.452692
31572024185.709671 3.612119 -0.200193 8142.678530 233.216592
32619024640.703114 3.758190 0.334222 7155.399839 227.134555
28796711300.405071 2.857613 -0.528690 8419.583260 264.702556
32408849724.060318 3.675013 -0.012922 7003.387643 241.257019
28224687723.081867 3.726866 -0.267528 7963.823946 238.268174
31073407851.659412 3.926479 -0.132192 7868.855601 229.391134
34147114115.835686 3.258436 0.104150 8298.489766 229.812688
32003923768.179447 3.230177 0.207071 7747.436233 233.859940
33010618689.242130 3.100139 0.104156 8713.634877 230.456891
30881915310.808426 3.725676 -0.378174 9110.479990 227.934941
40097594805.572922 4.035177 0.299616 8609.118441 216.427433
27071297958.759262 3.918398 -0.490379 7585.841158 245.954131
29674384583.334621 3.308044 0.039720 7054.293847 246.262938
28420946851.103073 3.327635 -0.119347 7386.246449 247.761006
34815995001.614090 3.719211 0.165044 8132.816690 221.821524
38495771262.094276 3.676980 0.622132 7274.639168 219.428142
33026665109.454960 3.727822 -0.106980 8805.579573 223.209699
34160688597.550919 4.218266 -0.321007 9174.833590 220.532424
35654167851.272125 4.057110 0.400230 7229.306281 220.604689
30829484201.422649 3.192435 0.052607 8104.001093 236.440548
38217436655.525787 4.158648 0.404361 7918.193967 216.620781
40347532502.770218 3.370121 0.433478 9465.503603 214.815419
37564880427.236137 3.355412 0.327429 7922.083736 226.626942
38526370332.122963 3.392125 0.536669 8529.440310 216.972597
37672104456.774948 3.917603 0.114472 8605.791468 218.775941
37980012643.141685 3.824632 0.282683 8705.563153 216.021550
