# eruption_mass, alpha, median phi, max plume height, rmse
33644303242.743168 3.554230 0.046344 7899.772321 229.398563
34676631192.991814 3.264245 0.083449 8979.512890 224.600510
35174031924.770241 3.437920 -0.078999 8836.883563 227.147173
37214700063.092033 4.342480 0.525223 6830.079209 219.788997
34256663765.179291 3.447142 -0.122367 9085.712563 225.398555
38177663659.526825 4.358579 0.330743 7668.984811 218.398193
37403732140.270866 3.972873 0.146073 8757.784482 216.790926
37742931997.516609 3.852059 0.380043 7675.588434 219.752448
37965001079.936073 3.989105 0.595581 7156.690016 218.211603
40686435206.880074 3.915690 0.634358 8264.444086 214.812672
33002450499.451923 4.604354 -0.549453 9325.413596 222.063986
38147616841.666229 3.410188 0.464412 8158.529594 219.587820
32820912264.902565 3.445301 0.225168 7071.674135 235.524958
33861985863.587803 3.908587 0.316152 7090.820723 225.051475
33680759398.118015 4.255970 -0.137570 8891.258586 219.397953
33550986341.224510 3.770766 0.321799 7159.791772 226.112354
38225081852.276360 3.514881 0.364197 8917.841373 216.293725
40149144419.538383 3.819193 0.703609 7494.006404 216.103832
37153670782.760574 3.541971 0.320671 8921.125255 216.982816
32901341879.228748 4.040398 0.037847 7632.670339 225.333876
40446828251.446976 3.813322 0.883133 7288.363148 215.678874
41250742339.180191 3.814238 0.330519 9806.866622 214.013788
42557837975.005547 3.626270 0.553460 9278.781115 213.693608
39211999398.289268 4.004313 0.589223 7671.628488 216.041165
31225621482.462448 3.630930 -0.233943 7909.855082 236.759784
35519503461.438927 4.246250 0.123162 8497.090618 217.771135
34244831105.808193 4.301614 0.082493 8341.725513 219.316434
41858261042.674179 4.256021 0.761824 7298.819275 216.305081
31818607554.220875 3.877564 0.104892 6664.179398 237.108305
39919881197.819435 3.920958 0.315517 9081.896228 214.747943
