Sample Information,,,,,,,,Mean Grain Size Characteristics,,,,,,Sample Weights and Fractions,,,,,,Grain Size Distribution of Each Sample (Fractions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statistical Distribution Data,,,,,,,,,,,,Mean Shape Data of Each Sample,,,
K21-DD45C-6,259607,2146565,1037,1924,5.0,,,Fine Ash,Polymodal,Very Poorly Sorted,Symmetrical,Very Platykurtic,,122.32,30.24,92.08,0.25,0.75,,,0.0008,0.0000,0.0008,0.0023,0.0053,0.0098,0.0181,0.0316,0.0452,0.0678,0.0791,0.0731,0.0553,0.0514,0.0504,0.0520,0.0496,0.0474,0.0472,0.0502,0.0472,0.0436,0.0558,0.0586,0.0372,0.0158,0.0049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,188.31,2.41,3.13,2.23,2.75,-0.09,1.92,2.15,2.84,-0.10,0.55,,0.81,0.73,0.85,0.45
K21-DD45C-7,259607,2146565,1037,1924,3.5,,,Extremely Fine Ash,Unimodal,Poorly Sorted,Coarse Skewed,Platykurtic,,156.96,0.94,156.02,0.01,0.99,,,0.0010,0.0000,0.0010,0.0030,0.0080,0.0149,0.0258,0.0507,0.0835,0.1411,0.1730,0.1511,0.1074,0.0816,0.0598,0.0380,0.0201,0.0122,0.0102,0.0093,0.0046,0.0020,0.0015,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,44.03,4.51,1.33,4.36,1.47,-0.48,4.07,4.40,1.40,-0.13,0.75,,0.78,0.68,0.82,0.38
K21-DD45C-8,259607,2146565,1037,1924,0.5,,,Fine Ash,Bimodal,Very Poorly Sorted,Very Coarse Skewed,Very Platykurtic,,193.91,47.34,146.57,0.24,0.76,,,0.0008,0.0000,0.0008,0.0030,0.0076,0.0136,0.0242,0.0438,0.0658,0.1028,0.1247,0.1149,0.0743,0.0543,0.0356,0.0291,0.0263,0.0254,0.0243,0.0176,0.0137,0.0230,0.0319,0.0393,0.0425,0.0411,0.0158,0.0038,0.0000,0.0000,0.0000,0.0000,0.0000,,62.13,4.01,3.36,2.95,2.94,-0.71,2.34,2.76,3.06,-0.51,0.56,,0.79,0.70,0.83,0.41
K21-DD45C-9,259607,2146565,1037,1924,4.0,"Accretionary lapilli bearing, Juvenile clast bearing",,Fine Ash,Bimodal,Very Poorly Sorted,Coarse Skewed,Very Platykurtic,,428.50,97.91,330.59,0.23,0.77,,,0.0008,0.0000,0.0015,0.0023,0.0069,0.0123,0.0208,0.0370,0.0532,0.0779,0.0964,0.0841,0.0594,0.0486,0.0448,0.0401,0.0347,0.0316,0.0317,0.0402,0.0444,0.0655,0.0673,0.0481,0.0311,0.0147,0.0041,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,123.65,3.02,3.19,2.46,2.83,-0.19,1.83,2.44,2.87,-0.23,0.54,,0.80,0.70,0.83,0.39
K21-DD45C-10,259607,2146565,1037,1924,5.0,Red colored base,,Very Fine Ash,Unimodal,Poorly Sorted,Coarse Skewed,Platykurtic,,197.34,3.54,193.80,0.02,0.98,,,0.0010,0.0000,0.0010,0.0020,0.0049,0.0088,0.0177,0.0354,0.0619,0.1021,0.1355,0.1208,0.0992,0.0835,0.0756,0.0678,0.0530,0.0403,0.0354,0.0226,0.0144,0.0052,0.0049,0.0032,0.0020,0.0019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,64.49,3.95,1.79,3.68,1.82,-0.47,3.24,3.70,1.79,-0.21,0.67,,0.79,0.69,0.83,0.37
K21-DD45C-11,259607,2146565,1037,1924,4.5,,,Very Fine Ash,Trimodal,Very Poorly Sorted,Very Coarse Skewed,Very Platykurtic,,254.97,39.66,215.31,0.16,0.84,,,0.0008,0.0000,0.0017,0.0034,0.0076,0.0160,0.0270,0.0464,0.0709,0.0971,0.1267,0.1022,0.0567,0.0401,0.0374,0.0359,0.0345,0.0340,0.0419,0.0429,0.0358,0.0372,0.0321,0.0256,0.0210,0.0127,0.0097,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,,62.51,4.00,2.92,3.08,2.72,-0.54,2.30,3.12,2.75,-0.42,0.60,,0.80,0.70,0.83,0.39
K21-DD45C-12,259607,2146565,1037,1924,6.5,Accretionary lapilli bearing base,,Extremely Fine Ash,Unimodal,Poorly Sorted,Coarse Skewed,Platykurtic,,216.93,0.49,216.44,0.00,1.00,,,0.0010,0.0000,0.0030,0.0050,0.0130,0.0239,0.0409,0.0708,0.1018,0.1437,0.1556,0.1357,0.0898,0.0660,0.0500,0.0400,0.0260,0.0150,0.0080,0.0051,0.0041,0.0008,0.0006,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,38.80,4.69,1.46,4.57,1.54,-0.36,3.51,4.59,1.51,-0.11,0.72,,0.77,0.68,0.82,0.38
K21-DD45C-13,259607,2146565,1037,1924,4.5,,,Fine Ash,Bimodal,Very Poorly Sorted,Fine Skewed,Very Platykurtic,,119.85,12.91,106.94,0.11,0.89,,,0.0000,0.0009,0.0009,0.0018,0.0045,0.0080,0.0143,0.0223,0.0321,0.0544,0.0741,0.0750,0.0625,0.0553,0.0518,0.0536,0.0571,0.0670,0.0839,0.1060,0.0692,0.0473,0.0325,0.0149,0.0086,0.0005,0.0015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,232.21,2.11,2.48,2.31,2.32,0.19,2.14,2.29,2.33,0.10,0.59,,0.78,0.69,0.82,0.33
K22-DD125-1,259696,2146558,995,2018,4.0,,,Extremely Fine Ash,Unimodal,Poorly Sorted,Coarse Skewed,Platykurtic,,106.94,0.92,106.02,0.01,0.99,,,0.0000,0.0010,0.0010,0.0040,0.0059,0.0109,0.0198,0.0406,0.0803,0.1388,0.1715,0.1527,0.1081,0.0754,0.0626,0.0397,0.0218,0.0139,0.0149,0.0170,0.0123,0.0024,0.0032,0.0015,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,46.90,4.41,1.38,4.19,1.59,-0.73,4.24,4.23,1.52,-0.23,0.81,,0.76,0.69,0.82,0.35
K22-DD125-2,259696,2146558,995,1924,5.0,,,Very Coarse Ash,Polymodal,Very Poorly Sorted,Very Fine Skewed,Platykurtic,,773.77,459.08,314.69,0.59,0.41,,,0.0004,0.0000,0.0000,0.0004,0.0008,0.0012,0.0024,0.0045,0.0077,0.0114,0.0187,0.0224,0.0203,0.0273,0.0318,0.0362,0.0333,0.0302,0.0382,0.0416,0.0677,0.1041,0.1381,0.1252,0.0898,0.0521,0.0355,0.0163,0.0145,0.0000,0.0278,0.0000,0.0000,,1995.11,-1.00,2.39,-0.39,2.45,0.70,3.26,-0.36,2.44,0.36,0.70,,0.78,0.69,0.53,0.55
K22-DD125-3,259696,2146558,995,2008-18,1.0,,,Fine Ash,Trimodal,Very Poorly Sorted,Very Coarse Skewed,Very Platykurtic,,654.33,140.74,513.59,0.22,0.78,,,0.0008,0.0000,0.0016,0.0024,0.0063,0.0094,0.0181,0.0361,0.0581,0.0942,0.1005,0.0848,0.0558,0.0512,0.0420,0.0386,0.0369,0.0292,0.0374,0.0470,0.0331,0.0271,0.0328,0.0470,0.0478,0.0375,0.0158,0.0087,0.0000,0.0000,0.0000,0.0000,0.0000,,109.86,3.19,3.40,2.44,2.98,-0.38,1.97,2.36,3.07,-0.33,0.54,,0.76,0.70,0.72,0.43
K22-DD125-4,259696,2146558,995,1924,8.0,,,Very Coarse Ash,Bimodal,Very Poorly Sorted,Very Fine Skewed,Very Platykurtic,,2684.20,1517.52,1166.68,0.57,0.43,,,0.0000,0.0000,0.0004,0.0000,0.0004,0.0004,0.0009,0.0009,0.0022,0.0039,0.0100,0.0205,0.0222,0.0262,0.0345,0.0392,0.0392,0.0382,0.0470,0.0627,0.0797,0.0862,0.1228,0.1539,0.1309,0.0498,0.0192,0.0058,0.0009,0.0018,0.0000,0.0000,0.0000,,1883.54,-0.91,2.10,-0.33,2.04,0.89,3.21,-0.36,2.04,0.41,0.64,,0.77,0.68,0.54,0.53
K22-DD125-5,259696,2146558,995,1924,7.0,,,Coarse Ash,Trimodal,Very Poorly Sorted,Very Fine Skewed,Very Platykurtic,,1999.57,1028.14,971.43,0.51,0.49,,,0.0000,0.0005,0.0000,0.0000,0.0010,0.0005,0.0019,0.0029,0.0058,0.0112,0.0209,0.0248,0.0283,0.0380,0.0404,0.0428,0.0360,0.0330,0.0428,0.0550,0.0966,0.0899,0.1285,0.1368,0.0989,0.0403,0.0146,0.0057,0.0007,0.0024,0.0000,0.0000,0.0000,,1513.93,-0.60,2.36,0.02,2.24,0.81,2.91,0.03,2.25,0.41,0.61,,0.77,0.68,0.56,0.51
K22-DD125-6,259696,2146558,995,1924,2.0,,,Coarse Ash,Trimodal,Very Poorly Sorted,Very Fine Skewed,Very Platykurtic,,268.57,147.33,121.24,0.55,0.45,,,0.0005,0.0000,0.0005,0.0000,0.0018,0.0027,0.0050,0.0099,0.0176,0.0293,0.0420,0.0415,0.0397,0.0357,0.0385,0.0370,0.0275,0.0208,0.0203,0.0280,0.0462,0.0543,0.0957,0.1579,0.1501,0.0543,0.0237,0.0139,0.0055,0.0000,0.0000,0.0000,0.0000,,2008.13,-1.01,3.09,0.23,2.81,0.68,2.20,0.20,2.79,0.56,0.55,,0.75,0.68,0.55,0.52
K22-DD125-7,259696,2146558,995,1924,3.0,,,Very Coarse Ash,Bimodal,Very Poorly Sorted,Very Fine Skewed,Platykurtic,,803.99,439.68,364.31,0.55,0.45,,,0.0005,0.0000,0.0000,0.0005,0.0005,0.0009,0.0023,0.0032,0.0059,0.0104,0.0136,0.0177,0.0173,0.0168,0.0209,0.0245,0.0272,0.0345,0.0494,0.0834,0.1099,0.0765,0.0810,0.1232,0.1616,0.0878,0.0221,0.0070,0.0014,0.0000,0.0000,0.0000,0.0000,,1862.32,-0.90,1.95,-0.45,2.13,1.14,4.03,-0.58,2.04,0.34,0.74,,0.78,0.69,0.55,0.53
K22-DD125-8a Coarse,259696,2146558,995,1924,1.0,,,Very Coarse Ash,Unimodal,Poorly Sorted,Fine Skewed,Platykurtic,,2040.91,1088.30,952.61,0.53,0.47,,,0.0000,0.0000,0.0005,0.0000,0.0005,0.0005,0.0009,0.0014,0.0028,0.0047,0.0061,0.0089,0.0103,0.0141,0.0196,0.0267,0.0280,0.0336,0.0500,0.0946,0.1490,0.1569,0.1493,0.1122,0.0744,0.0358,0.0130,0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,,1572.66,-0.65,1.42,-0.39,1.69,1.22,5.25,-0.51,1.56,0.23,0.80,,0.80,0.70,0.58,0.54
K22-DD125-8b Fine,259696,2146558,995,1924,11.0,,,Fine Ash,Bimodal,Very Poorly Sorted,Coarse Skewed,Very Platykurtic,,29.43,8.34,21.09,0.28,0.72,,,0.0000,0.0007,0.0007,0.0021,0.0057,0.0100,0.0193,0.0351,0.0580,0.0874,0.0982,0.0753,0.0545,0.0431,0.0373,0.0344,0.0244,0.0208,0.0266,0.0382,0.0536,0.0721,0.0925,0.0557,0.0375,0.0113,0.0053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,136.73,2.87,3.28,2.29,2.93,-0.12,1.64,2.33,2.91,-0.21,0.52,,0.78,0.69,0.70,0.48
K22-DD125-9,259696,2146558,995,1924,3.0,,,Very Coarse Ash,Bimodal,Poorly Sorted,Fine Skewed,Platykurtic,,351.29,191.44,159.85,0.54,0.46,,,0.0000,0.0000,0.0000,0.0000,0.0005,0.0000,0.0009,0.0005,0.0009,0.0014,0.0018,0.0041,0.0086,0.0146,0.0269,0.0296,0.0300,0.0296,0.0410,0.0702,0.1567,0.1732,0.1505,0.1147,0.0811,0.0506,0.0127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,1668.80,-0.74,1.40,-0.51,1.56,1.07,4.56,-0.60,1.51,0.22,0.78,,0.80,0.70,0.57,0.55
K22-DD125-10,259696,2146558,995,1924,8.0,,,Very Coarse Ash,Unimodal,Poorly Sorted,Fine Skewed,Mesokurtic,,1623.65,1087.24,536.41,0.67,0.33,,,0.0000,0.0003,0.0000,0.0000,0.0003,0.0007,0.0013,0.0017,0.0040,0.0066,0.0102,0.0096,0.0110,0.0100,0.0087,0.0080,0.0066,0.0093,0.0252,0.0722,0.1385,0.1497,0.1870,0.1669,0.1124,0.0432,0.0139,0.0017,0.0013,0.0000,0.0000,0.0000,0.0000,,2099.51,-1.07,1.12,-0.75,1.66,1.90,7.67,-0.98,1.45,0.30,1.08,,0.81,0.71,0.52,0.59
K22-DD125-11,259696,2146558,995,1924,3.0,,,Coarse Ash,Trimodal,Very Poorly Sorted,Very Fine Skewed,Very Platykurtic,,394.34,180.28,214.06,0.46,0.54,,,0.0000,0.0000,0.0005,0.0011,0.0016,0.0033,0.0060,0.0103,0.0163,0.0244,0.0337,0.0315,0.0267,0.0252,0.0246,0.0267,0.0250,0.0288,0.0489,0.0832,0.1140,0.1290,0.1323,0.0984,0.0589,0.0226,0.0085,0.0043,0.0143,0.0000,0.0000,0.0000,0.0000,,1283.90,-0.36,2.57,0.36,2.46,0.89,3.07,0.44,2.46,0.46,0.62,,0.79,0.69,0.60,0.51
K22-DD125-12,259696,2146558,995,1924,5.0,,,Very Fine Ash,Bimodal,Very Poorly Sorted,Very Coarse Skewed,Platykurtic,,37.90,2.14,35.76,0.06,0.94,,,0.0009,0.0000,0.0019,0.0038,0.0085,0.0151,0.0292,0.0528,0.0830,0.1208,0.1444,0.1264,0.0812,0.0568,0.0558,0.0435,0.0303,0.0237,0.0247,0.0258,0.0145,0.0213,0.0214,0.0108,0.0033,0.0002,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,49.26,4.34,1.99,3.87,2.11,-0.79,3.31,3.93,2.10,-0.34,0.76,,0.79,0.69,0.80,0.40
K22-DD125-13,259696,2146558,995,1924,3.0,,,Fine Ash,Polymodal,Very Poorly Sorted,Very Coarse Skewed,Very Platykurtic,,307.58,77.46,230.12,0.25,0.75,,,0.0007,0.0000,0.0007,0.0030,0.0067,0.0135,0.0232,0.0434,0.0696,0.1032,0.1160,0.0965,0.0592,0.0415,0.0329,0.0283,0.0241,0.0249,0.0247,0.0276,0.0234,0.0321,0.0466,0.0486,0.0481,0.0381,0.0169,0.0065,0.0000,0.0000,0.0000,0.0000,0.0000,,71.66,3.80,3.49,2.66,3.07,-0.49,1.94,2.61,3.13,-0.46,0.54,,0.80,0.71,0.73,0.49
K22-DD125-14,259696,2146558,995,1924,1.5,,,Fine Ash,Trimodal,Very Poorly Sorted,Symmetrical,Very Platykurtic,,84.72,7.33,77.39,0.09,0.91,,,0.0009,0.0000,0.0009,0.0000,0.0027,0.0046,0.0091,0.0164,0.0329,0.0612,0.0941,0.0914,0.0749,0.0632,0.0705,0.0686,0.0631,0.0649,0.0750,0.0705,0.0467,0.0301,0.0192,0.0118,0.0092,0.0123,0.0060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,158.02,2.66,2.33,2.53,2.24,-0.22,2.49,2.56,2.22,-0.09,0.61,,0.78,0.69,0.78,0.36
K22-DD125-15,259696,2146558,995,1924,4.0,,,Fine Ash,Trimodal,Very Poorly Sorted,Coarse Skewed,Very Platykurtic,,340.57,74.80,265.77,0.22,0.78,,,0.0008,0.0000,0.0008,0.0023,0.0055,0.0109,0.0179,0.0328,0.0515,0.0734,0.0882,0.0874,0.0687,0.0477,0.0485,0.0407,0.0352,0.0313,0.0406,0.0453,0.0477,0.0630,0.0665,0.0476,0.0276,0.0164,0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,136.30,2.88,3.12,2.40,2.77,-0.16,1.84,2.37,2.81,-0.20,0.54,,0.80,0.70,0.73,0.45
K22-DD125-16,259696,2146558,995,1924,2.0,,,Extremely Fine Ash,Unimodal,Poorly Sorted,Coarse Skewed,Platykurtic,,76.51,1.60,74.91,0.02,0.98,,,0.0000,0.0010,0.0010,0.0010,0.0049,0.0088,0.0166,0.0362,0.0676,0.1155,0.1615,0.1390,0.1214,0.1146,0.0803,0.0480,0.0255,0.0128,0.0098,0.0069,0.0049,0.0097,0.0072,0.0040,0.0014,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,54.74,4.19,1.36,4.02,1.58,-0.81,4.82,4.09,1.44,-0.14,0.76,,0.78,0.69,0.82,0.38
K22-DD125-17a,259696,2146558,995,1924,3.0,,,Very Fine Ash,Trimodal,Very Poorly Sorted,Very Coarse Skewed,Very Platykurtic,,100.27,10.53,89.74,0.11,0.89,,,0.0009,0.0000,0.0018,0.0027,0.0081,0.0152,0.0260,0.0483,0.0752,0.1146,0.1316,0.1083,0.0716,0.0610,0.0449,0.0359,0.0279,0.0225,0.0324,0.0290,0.0360,0.0379,0.0336,0.0206,0.0096,0.0048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,56.32,4.15,2.66,3.45,2.45,-0.66,2.57,3.36,2.52,-0.41,0.61,,0.80,0.70,0.79,0.43
K22-DD125-17b,259696,2146558,995,1924,5.0,,,Very Fine Ash,Bimodal,Very Poorly Sorted,Very Coarse Skewed,Very Platykurtic,,206.08,9.15,196.93,0.04,0.96,,,0.0010,0.0000,0.0019,0.0038,0.0076,0.0153,0.0268,0.0478,0.0736,0.1070,0.1214,0.1061,0.0659,0.0554,0.0468,0.0449,0.0449,0.0507,0.0593,0.0460,0.0291,0.0101,0.0073,0.0047,0.0050,0.0054,0.0066,0.0055,0.0000,0.0000,0.0000,0.0000,0.0000,,60.06,4.06,2.39,3.47,2.33,-0.60,3.00,3.51,2.26,-0.31,0.60,,0.77,0.68,0.79,0.34
K22-DD128-2018,252355,2141397,9880,2018,3.0,,,Extremely Fine Ash,Unimodal,Poorly Sorted,Coarse Skewed,Platykurtic,,110.18,,110.18,,1.00,,,0.0000,0.0010,0.0020,0.0030,0.0090,0.0160,0.0310,0.0630,0.1100,0.1760,0.2070,0.1420,0.0760,0.0500,0.0390,0.0310,0.0220,0.0130,0.0050,0.0030,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,36.31,4.78,1.19,4.67,1.33,-0.44,3.87,4.70,1.29,-0.14,0.79,,0.77,0.67,0.82,0.38
K22-DD128-BT,252355,2141397,9880,2008-18,4.0,Pele's hair rich,,Fine Ash,Unimodal,Poorly Sorted,Fine Skewed,Platykurtic,,49.49,,49.49,,1.00,,,0.0000,0.0010,0.0000,0.0000,0.0010,0.0010,0.0020,0.0030,0.0050,0.0090,0.0160,0.0410,0.0700,0.0910,0.1100,0.1280,0.1700,0.1790,0.1030,0.0380,0.0270,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,261.47,1.94,1.25,2.13,1.30,0.73,4.30,2.10,1.25,0.19,0.67,,0.65,0.58,0.73,0.21
K22-DD129-2018,252395,2141352,9876,2018,2.5,,,Extremely Fine Ash,Unimodal,Poorly Sorted,Symmetrical,Platykurtic,,34.03,,34.03,,1.00,,,0.0000,0.0010,0.0020,0.0030,0.0090,0.0140,0.0250,0.0460,0.0820,0.1260,0.1560,0.1550,0.1170,0.0900,0.0710,0.0520,0.0280,0.0120,0.0060,0.0020,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,47.90,4.38,1.37,4.32,1.40,-0.06,3.33,4.31,1.38,-0.06,0.69,,0.77,0.68,0.82,0.35
K22-DD129-BT,252395,2141352,9876,2008-18,3.0,Pele's hair rich,,Fine Ash,Unimodal,Poorly Sorted,Symmetrical,Very Platykurtic,,51.31,,51.31,,1.00,,,0.0000,0.0000,0.0010,0.0000,0.0000,0.0020,0.0010,0.0040,0.0050,0.0110,0.0250,0.0580,0.0940,0.1500,0.1750,0.1670,0.1630,0.0990,0.0310,0.0080,0.0040,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,167.92,2.57,1.08,2.64,1.13,0.56,4.34,2.61,1.07,0.08,0.65,,0.72,0.65,0.79,0.26
K22-DD130-2018,252389,2141371,9869,2018,1.5,,,Extremely Fine Ash,Unimodal,Poorly Sorted,Symmetrical,Platykurtic,,53.86,,53.86,,1.00,,,0.0010,0.0010,0.0020,0.0060,0.0140,0.0250,0.0440,0.0790,0.1130,0.1550,0.1650,0.1270,0.0790,0.0610,0.0550,0.0410,0.0200,0.0080,0.0030,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,35.49,4.82,1.41,4.74,1.42,-0.13,3.12,4.72,1.43,-0.10,0.69,,0.78,0.68,0.83,0.37
