Sample Information,,,,,,,,Mean Grain Size Characteristics,,,,,,Sample Weights and Fractions,,,,,,Grain Size Distribution of Each Sample (Fractions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Statistical Distribution Data,,,,,,,,,,,,Mean Shape Data of Each Sample,,,
K22-DD130-BT,252389,2141371,9869,2008-18,6.0,Pele's hair rich,,Fine Ash,Unimodal,Poorly Sorted,Symmetrical,Platykurtic,,63.18,,63.18,,1.00,,,0.0000,0.0000,0.0000,0.0010,0.0000,0.0010,0.0020,0.0020,0.0050,0.0110,0.0260,0.0610,0.0940,0.1310,0.1550,0.1530,0.1430,0.1060,0.0520,0.0300,0.0220,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,181.26,2.46,1.24,2.48,1.26,0.20,3.46,2.48,1.24,0.00,0.68,,0.70,0.63,0.77,0.24
K22-DD131-2018,252628,2141463,9624,2018,2.0,,,Extremely Fine Ash,Unimodal,Poorly Sorted,Symmetrical,Platykurtic,,104.87,,104.87,,1.00,,,0.0000,0.0010,0.0020,0.0040,0.0100,0.0190,0.0330,0.0680,0.1140,0.1770,0.1990,0.1450,0.0830,0.0510,0.0400,0.0260,0.0140,0.0070,0.0030,0.0020,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,35.46,4.82,1.16,4.75,1.29,-0.33,4.02,4.77,1.24,-0.08,0.77,,0.77,0.68,0.82,0.38
K22-DD131-BT,252628,2141463,9624,2008-18,6.5,Pele's hair rich,,Fine Ash,Unimodal,Poorly Sorted,Symmetrical,Very Platykurtic,,123.38,,123.38,,1.00,,,0.0000,0.0000,0.0010,0.0000,0.0010,0.0010,0.0020,0.0030,0.0060,0.0100,0.0230,0.0470,0.0960,0.1410,0.1810,0.1420,0.1210,0.1090,0.0650,0.0350,0.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,172.78,2.53,1.23,2.49,1.25,0.36,3.88,2.46,1.22,-0.06,0.66,,0.69,0.62,0.77,0.23
K22-DD131-1-BT,252628,2141463,9624,2008-18,1.0,Pele's hair rich,,Fine Ash,Unimodal,Poorly Sorted,Symmetrical,Very Platykurtic,,34.37,,34.37,,1.00,,,0.0000,0.0000,0.0010,0.0000,0.0010,0.0020,0.0030,0.0050,0.0090,0.0170,0.0370,0.0740,0.1130,0.1600,0.1800,0.1440,0.1180,0.0910,0.0340,0.0080,0.0030,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,145.26,2.78,1.17,2.82,1.20,0.51,3.96,2.78,1.16,0.04,0.66,,0.71,0.64,0.79,0.29
K22-DD131-2-BT,252628,2141463,9624,2008-18,1.0,Pele's hair rich,,Fine Ash,Bimodal,Poorly Sorted,Symmetrical,Very Platykurtic,,43.64,,43.64,,1.00,,,0.0000,0.0010,0.0000,0.0000,0.0010,0.0020,0.0020,0.0040,0.0060,0.0100,0.0220,0.0530,0.0880,0.1180,0.1490,0.1410,0.1630,0.1410,0.0590,0.0270,0.0110,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,196.99,2.34,1.22,2.44,1.25,0.63,4.28,2.41,1.20,0.09,0.65,,0.68,0.62,0.76,0.28
K22-DD131-3-BT,252628,2141463,9624,2008-18,1.0,Pele's hair rich,,Fine Ash,Unimodal,Poorly Sorted,Symmetrical,Platykurtic,,20.21,,20.21,,1.00,,,0.0000,0.0000,0.0010,0.0000,0.0010,0.0020,0.0020,0.0030,0.0060,0.0090,0.0140,0.0280,0.0700,0.1330,0.1920,0.1720,0.1440,0.1160,0.0700,0.0280,0.0080,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,191.25,2.39,1.09,2.39,1.17,0.67,4.94,2.34,1.10,-0.02,0.69,,0.70,0.61,0.77,0.27
K22-DD131-4-BT,252628,2141463,9624,2008-18,3.5,Pele's hair rich,,Fine Ash,Unimodal,Moderately Sorted,Symmetrical,Platykurtic,,39.16,,39.16,,1.00,,,0.0000,0.0000,0.0000,0.0000,0.0010,0.0010,0.0010,0.0020,0.0030,0.0070,0.0160,0.0430,0.0950,0.2000,0.2490,0.1800,0.0940,0.0550,0.0300,0.0160,0.0050,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,150.01,2.74,0.89,2.70,1.01,0.09,4.77,2.69,0.95,-0.08,0.77,,0.72,0.65,0.80,0.27
K22-DD132-1a,259823,2146543,952,2018,2.0,,,Extremely Fine Ash,Unimodal,Poorly Sorted,Coarse Skewed,Mesokurtic,,59.11,,59.11,,1.00,,,0.0010,0.0010,0.0030,0.0060,0.0110,0.0170,0.0290,0.0550,0.1030,0.1740,0.1930,0.1450,0.0790,0.0470,0.0360,0.0220,0.0160,0.0150,0.0150,0.0120,0.0200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,37.43,4.74,1.28,4.53,1.59,-0.77,4.43,4.61,1.51,-0.22,0.91,,0.77,0.69,0.83,0.40
K22-DD132-1b,259823,2146543,952,2018,2.5,,,Very Fine Ash,Bimodal,Poorly Sorted,Very Coarse Skewed,Platykurtic,,284.21,12.29,271.92,0.04,0.96,,,0.0010,0.0000,0.0019,0.0029,0.0067,0.0124,0.0230,0.0450,0.0794,0.1282,0.1512,0.1282,0.0823,0.0661,0.0556,0.0463,0.0333,0.0279,0.0259,0.0275,0.0187,0.0145,0.0189,0.0032,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,50.38,4.31,1.86,3.88,1.97,-0.71,3.25,3.91,1.94,-0.33,0.73,,0.78,0.69,0.83,0.36
K22-DD132-2,259823,2146543,952,2008-18,3.0,,,Coarse Ash,Trimodal,Very Poorly Sorted,Fine Skewed,Very Platykurtic,,141.28,60.83,80.45,0.43,0.57,,,0.0006,0.0000,0.0000,0.0006,0.0017,0.0023,0.0046,0.0097,0.0182,0.0296,0.0393,0.0382,0.0331,0.0333,0.0351,0.0476,0.0555,0.0572,0.0578,0.0559,0.0561,0.0657,0.0827,0.0933,0.0991,0.0552,0.0260,0.0017,0.0000,0.0000,0.0000,0.0000,0.0000,,881.85,0.18,2.94,0.61,2.61,0.52,2.28,0.61,2.70,0.24,0.56,,0.77,0.69,0.81,0.35
K22-DD132-3,259823,2146543,952,1924,4.0,,,Fine Ash,Trimodal,Very Poorly Sorted,Very Coarse Skewed,Very Platykurtic,,232.12,47.93,184.19,0.21,0.79,,,0.0000,0.0008,0.0000,0.0016,0.0040,0.0071,0.0135,0.0294,0.0508,0.0825,0.1095,0.0976,0.0738,0.0525,0.0454,0.0440,0.0393,0.0352,0.0352,0.0392,0.0360,0.0421,0.0424,0.0431,0.0439,0.0245,0.0059,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,,107.33,3.22,3.09,2.50,2.75,-0.39,2.00,2.46,2.82,-0.34,0.56,,0.78,0.69,0.82,0.37
K22-DD132-4,259823,2146543,952,1924,6.0,Juvenile clast bearing,,Coarse Ash,Trimodal,Very Poorly Sorted,Fine Skewed,Very Platykurtic,,432.88,158.27,274.61,0.37,0.63,,,0.0000,0.0000,0.0000,0.0006,0.0000,0.0013,0.0013,0.0032,0.0057,0.0095,0.0133,0.0159,0.0228,0.0394,0.0471,0.0515,0.0463,0.0470,0.0660,0.1031,0.1386,0.0912,0.0698,0.0557,0.0468,0.0450,0.0469,0.0296,0.0023,0.0000,0.0000,0.0000,0.0000,,1067.03,-0.09,2.31,0.14,2.19,0.41,2.88,0.10,2.26,0.12,0.65,,0.77,0.69,0.81,0.32
K22-DD132-5,259823,2146543,952,1924,4.0,,,Very Fine Ash,Bimodal,Very Poorly Sorted,Very Coarse Skewed,Very Platykurtic,,557.17,93.86,463.31,0.17,0.83,,,0.0008,0.0000,0.0000,0.0008,0.0025,0.0050,0.0141,0.0341,0.0690,0.1239,0.1672,0.1547,0.0999,0.0526,0.0238,0.0145,0.0140,0.0166,0.0177,0.0182,0.0197,0.0248,0.0271,0.0224,0.0197,0.0223,0.0177,0.0140,0.0029,0.0000,0.0000,0.0000,0.0000,,53.17,4.23,2.82,3.26,2.70,-1.15,3.28,3.11,2.74,-0.59,0.64,,0.78,0.68,0.82,0.38
K22-DD132-6,259823,2146543,952,1924,2.0,Juvenile clast bearing,,Medium Ash,Trimodal,Very Poorly Sorted,Coarse Skewed,Platykurtic,,431.69,79.56,352.13,0.18,0.82,,,0.0000,0.0000,0.0000,0.0008,0.0000,0.0008,0.0024,0.0049,0.0090,0.0171,0.0310,0.0408,0.0498,0.0621,0.0826,0.0940,0.0891,0.0841,0.0882,0.0972,0.0594,0.0218,0.0142,0.0136,0.0156,0.0255,0.0352,0.0371,0.0236,0.0000,0.0000,0.0000,0.0000,,377.02,1.41,2.32,1.17,2.41,-0.44,2.83,1.24,2.43,-0.16,0.74,,0.77,0.69,0.82,0.32
K22-DD132-7a,259823,2146543,952,1924,12.0,,,Extremely Fine Ash,Unimodal,Poorly Sorted,Coarse Skewed,Mesokurtic,,756.65,,756.65,,1.00,,,0.0010,0.0000,0.0000,0.0010,0.0030,0.0080,0.0190,0.0490,0.1020,0.1680,0.2040,0.1580,0.0980,0.0490,0.0280,0.0220,0.0200,0.0210,0.0210,0.0180,0.0090,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,40.27,4.63,1.20,4.37,1.48,-0.99,4.36,4.48,1.40,-0.28,0.90,,0.79,0.69,0.82,0.42
K22-DD132-7b,259823,2146543,952,1924,2.0,Juvenile clast bearing,,Medium Ash,Bimodal,Poorly Sorted,Very Fine Skewed,Very Platykurtic,,86.03,6.69,79.34,0.08,0.92,,,0.0000,0.0009,0.0000,0.0000,0.0018,0.0018,0.0055,0.0101,0.0194,0.0304,0.0360,0.0360,0.0332,0.0388,0.0563,0.0738,0.0830,0.0950,0.1209,0.1496,0.1204,0.0578,0.0201,0.0057,0.0027,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,461.27,1.12,1.96,1.58,1.91,0.80,3.08,1.55,1.91,0.35,0.64,,0.80,0.70,0.83,0.37
K22-DD132-7c,259823,2146543,952,1924,33.0,Finely laminated,,Extremely Fine Ash,Unimodal,Poorly Sorted,Coarse Skewed,Mesokurtic,,692.49,,692.49,,1.00,,,0.0000,0.0010,0.0000,0.0030,0.0060,0.0150,0.0350,0.0820,0.1540,0.2250,0.2150,0.1220,0.0460,0.0190,0.0130,0.0130,0.0110,0.0110,0.0110,0.0120,0.0050,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,30.30,5.04,0.93,4.89,1.34,-1.33,6.22,5.02,1.18,-0.18,1.03,,0.79,0.69,0.83,0.42
K22-DD132-8,259823,2146543,952,1924,2.0,,,Medium Ash,Bimodal,Very Poorly Sorted,Very Fine Skewed,Very Platykurtic,,410.38,79.83,330.55,0.19,0.81,,,0.0008,0.0000,0.0008,0.0016,0.0048,0.0072,0.0129,0.0185,0.0250,0.0330,0.0330,0.0218,0.0194,0.0194,0.0242,0.0338,0.0459,0.0636,0.1055,0.1612,0.1576,0.1134,0.0576,0.0249,0.0116,0.0023,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,752.02,0.41,2.35,1.17,2.28,1.11,3.42,1.23,2.29,0.51,0.64,,0.81,0.71,0.83,0.38
K22-DD132-9,259823,2146543,952,1924,2.0,,,Fine Ash,Bimodal,Very Poorly Sorted,Fine Skewed,Very Platykurtic,,386.70,48.83,337.87,0.13,0.87,,,0.0009,0.0009,0.0017,0.0044,0.0114,0.0183,0.0323,0.0515,0.0647,0.0795,0.0760,0.0550,0.0306,0.0254,0.0236,0.0280,0.0342,0.0473,0.0770,0.1041,0.1042,0.0684,0.0375,0.0144,0.0057,0.0024,0.0006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,237.06,2.08,3.03,2.57,2.76,0.18,1.70,2.48,2.72,0.19,0.54,,0.81,0.71,0.83,0.38
K22-DD132-10,259823,2146543,952,1924,7.0,,,Coarse Ash,Unimodal,Very Poorly Sorted,Very Fine Skewed,Platykurtic,,1322.69,448.35,874.34,0.34,0.66,,,0.0007,0.0000,0.0007,0.0013,0.0040,0.0059,0.0093,0.0126,0.0159,0.0198,0.0218,0.0198,0.0146,0.0126,0.0141,0.0227,0.0365,0.0596,0.1039,0.1595,0.1444,0.1344,0.0922,0.0492,0.0215,0.0115,0.0049,0.0024,0.0000,0.0045,0.0000,0.0000,0.0000,,926.50,0.11,1.74,0.60,2.20,1.23,4.50,0.44,2.00,0.37,0.88,,0.81,0.71,0.83,0.36
K22-DD132-11,259823,2146543,952,1924,6.0,Accretionary lapilli bearing,,Fine Ash,Trimodal,Very Poorly Sorted,Very Coarse Skewed,Very Platykurtic,,524.25,124.45,399.80,0.24,0.76,,,0.0008,0.0000,0.0015,0.0046,0.0084,0.0160,0.0259,0.0442,0.0602,0.0831,0.0999,0.0923,0.0679,0.0514,0.0516,0.0498,0.0454,0.0383,0.0293,0.0197,0.0156,0.0235,0.0379,0.0527,0.0433,0.0188,0.0125,0.0050,0.0000,0.0000,0.0000,0.0000,0.0000,,86.19,3.54,3.33,2.80,2.88,-0.49,2.23,2.64,3.02,-0.36,0.55,,0.81,0.72,0.85,0.45
K22-DD132-12,259823,2146543,952,1924,4.0,Red colored,,Very Fine Ash,Bimodal,Very Poorly Sorted,Very Coarse Skewed,Platykurtic,,284.92,21.13,263.79,0.07,0.93,,,0.0009,0.0000,0.0019,0.0046,0.0102,0.0176,0.0296,0.0528,0.0843,0.1250,0.1518,0.1250,0.0806,0.0528,0.0436,0.0354,0.0262,0.0188,0.0224,0.0233,0.0202,0.0195,0.0226,0.0155,0.0082,0.0033,0.0026,0.0014,0.0000,0.0000,0.0000,0.0000,0.0000,,46.89,4.41,2.10,3.84,2.28,-0.95,3.55,3.90,2.24,-0.38,0.76,,0.79,0.69,0.83,0.39
K22-DD132-13,259823,2146543,952,1924,2.0,,,Fine Ash,Bimodal,Very Poorly Sorted,Very Coarse Skewed,Very Platykurtic,,132.63,29.07,103.56,0.22,0.78,,,0.0008,0.0000,0.0016,0.0031,0.0078,0.0133,0.0226,0.0383,0.0578,0.0843,0.1031,0.0875,0.0640,0.0492,0.0422,0.0392,0.0329,0.0305,0.0305,0.0352,0.0371,0.0543,0.0578,0.0485,0.0340,0.0153,0.0091,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,98.84,3.34,3.23,2.61,2.86,-0.31,1.91,2.57,2.92,-0.31,0.55,,0.80,0.70,0.83,0.38
K22-DD132-14,259823,2146543,952,1924,4.0,Red colored,,Extremely Fine Ash,Unimodal,Very Poorly Sorted,Very Coarse Skewed,Platykurtic,,192.99,13.25,179.74,0.07,0.93,,,0.0009,0.0000,0.0028,0.0047,0.0130,0.0224,0.0373,0.0624,0.0913,0.1276,0.1490,0.1099,0.0773,0.0550,0.0458,0.0384,0.0283,0.0207,0.0197,0.0141,0.0127,0.0140,0.0152,0.0126,0.0092,0.0054,0.0051,0.0054,0.0000,0.0000,0.0000,0.0000,0.0000,,43.06,4.54,1.98,3.99,2.30,-1.09,4.18,4.14,2.20,-0.36,0.83,,0.78,0.69,0.83,0.37
K23-DD133-1,261493,2149161,2172,1924,2.0,,,Fine Ash,Bimodal,Very Poorly Sorted,Very Coarse Skewed,Very Platykurtic,,223.69,28.34,195.35,0.13,0.87,,,0.0000,0.0000,0.0009,0.0000,0.0009,0.0017,0.0035,0.0105,0.0253,0.0620,0.1205,0.1477,0.1233,0.0851,0.0598,0.0406,0.0310,0.0318,0.0415,0.0434,0.0517,0.0569,0.0417,0.0159,0.0038,0.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,89.74,3.48,2.44,2.77,2.16,-0.56,2.21,2.72,2.22,-0.44,0.55,,0.79,0.69,0.83,0.35
K23-DD133-2,261493,2149161,2172,1924,2.0,,,Extremely Fine Ash,Unimodal,Poorly Sorted,Coarse Skewed,Mesokurtic,,81.11,,81.11,,1.00,,,0.0010,0.0000,0.0000,0.0010,0.0030,0.0060,0.0140,0.0380,0.0930,0.1920,0.2640,0.1980,0.0810,0.0300,0.0150,0.0100,0.0090,0.0100,0.0140,0.0120,0.0080,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,38.18,4.71,0.84,4.56,1.25,-1.37,6.85,4.67,1.08,-0.20,1.08,,0.79,0.68,0.82,0.41
K23-DD133-3,261493,2149161,2172,1924,3.0,Red colored,,Extremely Fine Ash,Bimodal,Poorly Sorted,Coarse Skewed,Platykurtic,,84.20,,84.20,,1.00,,,0.0010,0.0010,0.0020,0.0050,0.0140,0.0250,0.0430,0.0820,0.1250,0.1790,0.1910,0.1160,0.0440,0.0180,0.0140,0.0170,0.0220,0.0280,0.0320,0.0280,0.0130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,32.63,4.94,1.46,4.63,1.78,-0.94,3.78,4.73,1.69,-0.29,0.89,,0.79,0.70,0.83,0.44
K23-DD133-4,261493,2149161,2172,1924,2.5,,,Very Fine Ash,Bimodal,Very Poorly Sorted,Very Coarse Skewed,Very Platykurtic,,48.41,6.82,41.59,0.14,0.86,,,0.0000,0.0000,0.0009,0.0017,0.0034,0.0069,0.0129,0.0284,0.0593,0.1048,0.1426,0.1333,0.0905,0.0677,0.0498,0.0395,0.0316,0.0272,0.0212,0.0227,0.0254,0.0338,0.0301,0.0281,0.0244,0.0139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,63.92,3.97,2.59,3.18,2.43,-0.83,2.78,3.11,2.49,-0.48,0.62,,0.80,0.70,0.83,0.41
K23-DD133-5,261493,2149161,2172,1924,1.0,Red colored,,Very Fine Ash,Unimodal,Poorly Sorted,Coarse Skewed,Platykurtic,,49.82,,49.82,,1.00,,,0.0000,0.0010,0.0010,0.0020,0.0050,0.0100,0.0200,0.0410,0.0770,0.1250,0.1560,0.1400,0.0930,0.0670,0.0530,0.0460,0.0400,0.0380,0.0380,0.0310,0.0160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,51.53,4.28,1.76,3.94,1.74,-0.49,2.83,3.91,1.76,-0.30,0.68,,0.79,0.70,0.83,0.40
K23-DD134-1,261278,2148951,1876,2018,0.1,,,Very Fine Ash,Bimodal,Very Poorly Sorted,Coarse Skewed,Very Platykurtic,,29.09,,29.09,,1.00,,,0.0010,0.0000,0.0010,0.0020,0.0050,0.0080,0.0160,0.0310,0.0580,0.0960,0.1190,0.1010,0.0790,0.0680,0.0680,0.0660,0.0590,0.0490,0.0500,0.0530,0.0570,0.0130,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,82.04,3.61,2.22,3.31,2.02,-0.18,2.24,3.26,2.08,-0.21,0.59,,0.74,0.66,0.80,0.31
K23-DD134-2,261278,2148951,1876,1924,3.0,,,Fine Ash,Bimodal,Very Poorly Sorted,Symmetrical,Very Platykurtic,,312.03,32.76,279.27,0.10,0.90,,,0.0000,0.0009,0.0000,0.0000,0.0009,0.0018,0.0036,0.0081,0.0179,0.0367,0.0636,0.0851,0.0871,0.0731,0.0699,0.0664,0.0638,0.0636,0.0868,0.0943,0.0745,0.0508,0.0298,0.0147,0.0054,0.0013,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,231.21,2.11,2.23,2.11,2.05,0.06,2.15,2.12,2.07,0.00,0.58,,0.79,0.69,0.82,0.36
K23-DD134-3,261278,2148951,1876,1924,4.5,,,Fine Ash,Bimodal,Very Poorly Sorted,Coarse Skewed,Very Platykurtic,,280.04,32.33,247.71,0.12,0.88,,,0.0000,0.0009,0.0000,0.0000,0.0009,0.0027,0.0044,0.0115,0.0301,0.0708,0.1106,0.1150,0.0771,0.0499,0.0385,0.0359,0.0413,0.0583,0.0813,0.0940,0.0681,0.0540,0.0362,0.0151,0.0030,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,158.27,2.66,2.47,2.43,2.25,-0.09,1.78,2.45,2.23,-0.13,0.54,,0.79,0.69,0.82,0.36
K23-DD134-4a,261278,2148951,1876,1924,3.5,,,Fine Ash,Bimodal,Poorly Sorted,Fine Skewed,Very Platykurtic,,122.74,2.58,120.16,0.02,0.98,,,0.0000,0.0000,0.0000,0.0000,0.0010,0.0010,0.0010,0.0029,0.0078,0.0186,0.0441,0.0793,0.0901,0.0891,0.0940,0.1028,0.1136,0.1273,0.1107,0.0669,0.0272,0.0131,0.0060,0.0029,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,224.66,2.15,1.64,2.27,1.54,0.17,2.57,2.28,1.55,0.11,0.60,,0.80,0.69,0.83,0.35
K23-DD134-4b,261278,2148951,1876,1924,1.5,,,Medium Ash,Unimodal,Poorly Sorted,Very Fine Skewed,Platykurtic,,50.84,1.22,49.62,0.02,0.98,,,0.0000,0.0000,0.0000,0.0000,0.0010,0.0000,0.0010,0.0020,0.0049,0.0107,0.0224,0.0371,0.0459,0.0459,0.0517,0.0742,0.1152,0.1767,0.2061,0.1339,0.0486,0.0138,0.0072,0.0014,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,420.27,1.25,1.39,1.58,1.41,0.89,3.60,1.57,1.40,0.35,0.68,,0.80,0.69,0.82,0.36
K23-DD134-5,261278,2148951,1876,1924,4.0,,,Very Fine Ash,Bimodal,Poorly Sorted,Coarse Skewed,Very Platykurtic,,152.85,4.55,148.30,0.03,0.97,,,0.0010,0.0000,0.0000,0.0019,0.0029,0.0049,0.0107,0.0204,0.0388,0.0689,0.1048,0.1106,0.1009,0.0864,0.0816,0.0797,0.0662,0.0603,0.0603,0.0449,0.0283,0.0126,0.0077,0.0034,0.0020,0.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,101.42,3.30,1.97,3.11,1.89,-0.20,2.66,3.08,1.89,-0.15,0.62,,0.79,0.69,0.83,0.37
K23-DD136-1,260962,2149233,1970,1924,2.5,,,Fine Ash,Unimodal,Very Poorly Sorted,Coarse Skewed,Very Platykurtic,,107.39,10.64,96.75,0.10,0.90,,,0.0000,0.0009,0.0000,0.0000,0.0018,0.0036,0.0063,0.0162,0.0333,0.0685,0.1126,0.1110,0.1004,0.0796,0.0791,0.0684,0.0562,0.0517,0.0486,0.0470,0.0346,0.0305,0.0242,0.0145,0.0065,0.0025,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,107.68,3.22,2.19,2.85,2.08,-0.46,2.59,2.86,2.11,-0.25,0.62,,0.78,0.69,0.83,0.35
K23-DD136-2,260962,2149233,1970,1924,2.0,,,Fine Ash,Unimodal,Poorly Sorted,Fine Skewed,Very Platykurtic,,154.53,7.16,147.37,0.05,0.95,,,0.0000,0.0000,0.0010,0.0000,0.0010,0.0019,0.0029,0.0067,0.0134,0.0315,0.0563,0.0725,0.0755,0.0765,0.0784,0.0821,0.0869,0.1050,0.1193,0.0927,0.0530,0.0261,0.0132,0.0032,0.0012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,250.58,2.00,1.92,2.18,1.79,0.28,2.45,2.17,1.80,0.13,0.59,,0.80,0.69,0.82,0.36
K23-DD136-3,260962,2149233,1970,1924,2.0,,,Fine Ash,Unimodal,Poorly Sorted,Fine Skewed,Very Platykurtic,,89.96,1.31,88.65,0.01,0.99,,,0.0000,0.0000,0.0010,0.0000,0.0010,0.0010,0.0020,0.0049,0.0118,0.0246,0.0414,0.0660,0.0719,0.0867,0.0966,0.1005,0.1015,0.1173,0.1281,0.0889,0.0380,0.0116,0.0038,0.0011,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,241.94,2.05,1.70,2.20,1.60,0.41,2.73,2.19,1.61,0.14,0.61,,0.80,0.70,0.83,0.35
K23-DD138-1,260815,2149409,2085,1924,2.0,,,Fine Ash,Bimodal,Very Poorly Sorted,Symmetrical,Very Platykurtic,,170.30,20.06,150.24,0.12,0.88,,,0.0000,0.0000,0.0000,0.0000,0.0009,0.0018,0.0035,0.0097,0.0238,0.0521,0.0794,0.0803,0.0663,0.0585,0.0554,0.0611,0.0654,0.0748,0.0862,0.0964,0.0759,0.0516,0.0294,0.0130,0.0076,0.0068,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,259.65,1.95,2.36,2.11,2.14,0.06,2.03,2.12,2.17,0.09,0.56,,0.79,0.69,0.82,0.35
K23-DD138-2,260815,2149409,2085,1924,1.0,,,Very Fine Ash,Bimodal,Poorly Sorted,Very Coarse Skewed,Very Platykurtic,,28.83,0.80,28.03,0.03,0.97,,,0.0000,0.0000,0.0010,0.0000,0.0019,0.0029,0.0088,0.0243,0.0554,0.1069,0.1488,0.1390,0.0973,0.0720,0.0594,0.0604,0.0575,0.0477,0.0400,0.0336,0.0178,0.0150,0.0071,0.0025,0.0001,0.0005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,64.99,3.94,1.87,3.50,1.81,-0.59,2.77,3.53,1.81,-0.33,0.64,,0.79,0.69,0.82,0.38
K23-DD138-3,260815,2149409,2085,1924,6.0,,,Extremely Fine Ash,Unimodal,Poorly Sorted,Very Coarse Skewed,Mesokurtic,,93.46,3.75,89.71,0.04,0.96,,,0.0000,0.0010,0.0010,0.0010,0.0048,0.0096,0.0192,0.0442,0.0883,0.1613,0.2073,0.1690,0.0980,0.0454,0.0245,0.0190,0.0171,0.0163,0.0155,0.0138,0.0127,0.0120,0.0087,0.0042,0.0029,0.0018,0.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,41.52,4.59,1.22,4.24,1.75,-1.44,5.77,4.42,1.54,-0.32,1.03,,0.79,0.69,0.82,0.41
K23-DD142-1,261424,2149569,2476,1924,2.0,,,Medium Ash,Unimodal,Poorly Sorted,Fine Skewed,Very Platykurtic,,73.38,4.86,68.52,0.07,0.93,,,0.0000,0.0000,0.0000,0.0000,0.0009,0.0009,0.0019,0.0019,0.0056,0.0112,0.0252,0.0468,0.0516,0.0573,0.0713,0.0871,0.1104,0.1309,0.1403,0.1238,0.0713,0.0363,0.0161,0.0056,0.0023,0.0011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,380.63,1.39,1.63,1.63,1.60,0.49,3.01,1.63,1.59,0.21,0.64,,0.79,0.69,0.82,0.36
K23-DD142-2,261424,2149569,2476,1924,4.0,,,Fine Ash,Bimodal,Poorly Sorted,Symmetrical,Very Platykurtic,,161.61,10.93,150.68,0.07,0.93,,,0.0000,0.0000,0.0000,0.0009,0.0000,0.0019,0.0028,0.0065,0.0159,0.0382,0.0709,0.0914,0.0842,0.0751,0.0741,0.0833,0.0935,0.0944,0.0888,0.0704,0.0461,0.0310,0.0187,0.0067,0.0027,0.0025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,207.15,2.27,2.00,2.33,1.87,-0.02,2.35,2.34,1.89,0.02,0.60,,0.79,0.69,0.82,0.36
