#HEIGHT SPEED DIRECTION
93.612862 1.733185 261.951965
315.897644 4.393930 256.498901
544.272644 6.577072 237.820526
777.535767 7.421423 220.985229
1016.021545 7.396795 213.423843
1259.839722 6.606405 207.888306
1509.208862 6.093955 203.015900
1764.746338 5.712658 202.133835
2027.011353 5.606047 205.718246
2296.208984 5.950826 211.004700
2572.639893 6.548632 216.502991
3149.094727 6.751777 240.498749
3760.390625 6.303590 249.968353
4412.057617 6.163123 264.572815
5110.505371 5.841574 296.149811
5862.329590 0.592544 334.083069
6676.049805 6.893216 105.036560
7571.450195 11.311590 70.537048
8565.252930 6.063912 34.814636
9676.292969 13.578525 118.578430
10945.207031 19.909149 94.169922
11657.274414 18.794590 70.376556
12429.697266 18.867378 41.825623
13277.196289 22.320522 28.493073
14221.206055 18.440697 55.429688
15296.126953 17.259827 87.292358
16577.740234 9.250504 94.454346
18587.892578 4.344180 356.912079
20571.294922 5.423129 230.916428
23762.500000 15.368496 282.636414
26399.175781 13.787691 278.557007
31054.431641 4.840081 313.577759
33504.265625 3.915461 35.551666
35868.339844 3.741054 207.814194
39646.406250 15.052895 266.101562
42774.511719 3.260311 289.354279
48049.691406 20.737646 108.406097
