#HEIGHT SPEED DIRECTION
142.651566 4.484857 273.425354
361.191986 4.619983 273.913513
584.691650 4.480636 275.603027
813.245728 4.094674 278.947876
1047.268311 3.428623 288.559418
1532.702148 2.476768 314.997711
2043.369507 2.220932 0.942291
2582.259033 3.200653 33.974976
3152.854004 4.447456 51.933533
3759.507812 5.899937 60.274139
4407.428711 7.190210 65.594055
5102.256836 8.391031 69.208282
5851.259766 9.881602 72.529907
6664.851074 12.059207 73.119476
7556.178711 14.799765 73.925323
8542.754883 18.264046 74.469727
9648.912109 22.056030 76.248199
10908.757812 25.304995 80.954498
12377.408203 28.193132 86.447784
14158.931641 30.475925 88.210663
16527.878906 21.752098 84.455048
18603.529297 7.379623 59.729919
20614.962891 5.812509 294.446136
23756.666016 12.021988 266.182648
26346.175781 12.665054 264.106781
30956.738281 11.886887 257.362976
35804.410156 12.670315 255.834869
48130.976562 13.296756 259.849152
