#HEIGHT SPEED DIRECTION
87.450523 2.965250 268.108917
312.457611 6.774907 269.186035
543.813354 9.063818 268.101471
779.435913 10.335454 263.982788
1020.052490 10.103654 259.021851
1266.151123 9.057468 254.997849
1517.815186 8.234424 251.026794
1775.318359 7.526579 245.858490
2038.985840 6.902723 238.424194
2309.166748 6.642180 228.875488
2586.276367 6.666814 224.043701
3163.320557 6.557236 235.211334
3775.846924 6.593602 258.949524
4427.802734 7.456789 260.879028
5125.911621 7.624559 261.809906
5878.242676 2.867059 240.664856
6694.578613 3.306396 106.445984
7586.820801 8.847143 83.359863
8575.727539 12.066427 71.999420
9681.716797 12.377851 123.742920
10952.640625 24.554752 96.932861
11665.804688 21.285110 74.025604
12441.670898 26.198359 46.863098
13296.385742 24.687544 34.309387
14247.085938 22.104431 40.802612
15321.994141 17.830711 43.256683
16596.796875 12.056408 100.532898
18628.230469 1.041169 289.881012
20614.435547 5.471341 274.161316
23790.449219 10.670276 274.951477
26418.144531 19.225101 253.250412
31089.423828 3.764017 263.636230
33560.410156 5.692170 319.455841
35953.078125 9.932522 255.935455
39744.558594 10.555498 297.011383
42789.277344 10.949746 185.249496
48228.425781 25.069473 99.835754
