#HEIGHT SPEED DIRECTION
140.281006 4.965364 260.031158
359.267639 5.118677 260.987213
583.361694 4.980302 261.503906
812.548645 4.598896 264.528259
1047.428467 4.019309 265.121918
1534.684570 2.794265 264.108521
2047.086182 1.255018 275.233337
2587.493896 0.592052 10.724365
3159.131348 1.770047 58.475830
3766.057129 3.093918 70.284760
4413.395020 4.384498 74.551147
5106.562500 5.487376 80.144958
5854.215820 6.551585 84.888855
6666.798340 7.816609 86.853210
7557.162109 9.251425 87.081604
8542.118164 10.895061 83.194183
9644.757812 12.999078 78.837128
10899.321289 16.166531 78.707764
12361.746094 20.741547 82.633881
14137.091797 23.238138 87.023132
16511.595703 15.738200 93.524017
18602.232422 4.578541 64.099915
20606.931641 5.914200 263.380493
23739.181641 9.550319 268.797485
26344.929688 9.866446 269.809631
30987.386719 13.095049 270.741180
35859.453125 16.226017 266.464447
48189.730469 24.606430 279.054382
