#HEIGHT SPEED DIRECTION
90.288750 1.904948 264.361420
314.157166 4.775692 264.246155
544.120972 6.483329 260.879547
778.357666 7.528349 253.878601
1017.494507 7.999598 243.422745
1262.214722 7.571117 235.330505
1512.785889 6.738737 234.436569
1769.498779 5.902804 237.186508
2032.618042 5.473031 237.629929
2302.475098 5.614991 235.869461
2579.462646 6.135754 238.015350
3156.628662 7.257577 252.527985
3768.249756 6.795681 257.005554
4420.369141 7.782548 259.320618
5119.697754 6.856768 272.983337
5872.341797 1.820267 253.382706
6687.702148 3.872940 106.489746
7579.702637 9.486480 78.222809
8569.927734 6.760508 62.081329
9676.823242 9.883627 125.492554
10944.649414 23.247852 101.149353
11657.102539 20.826754 77.023743
12432.359375 23.495550 48.363708
13285.212891 25.998108 25.791016
14232.725586 22.926493 34.114044
15307.666016 17.700836 51.991333
16592.847656 12.359089 107.868408
18620.775391 1.875327 317.668518
20590.625000 3.836698 279.523499
23777.888672 14.665557 251.174164
26395.728516 19.186417 274.192017
31093.501953 5.478108 256.781525
33568.503906 7.479805 317.532654
35950.300781 9.279449 276.628723
39701.347656 7.170602 262.462219
42788.390625 7.010019 209.986023
48282.351562 26.900053 114.793640
