#HEIGHT SPEED DIRECTION
125.275841 5.401218 255.849899
343.878906 5.635982 256.094208
567.848022 5.431427 257.813782
796.932434 4.891378 263.194061
1031.660400 4.060682 270.613800
1518.539185 2.539384 291.824280
2030.417236 1.682464 352.874512
2570.189697 2.924815 38.182251
3141.422607 4.659825 52.157379
3748.300049 6.191231 58.678711
4395.676270 7.534482 64.143738
5089.395996 8.839618 67.864532
5837.659180 10.259639 69.838867
6650.798828 12.420665 69.644592
7541.998047 14.722330 70.151978
8528.822266 17.003628 71.896545
9634.693359 19.370171 74.164673
10893.223633 22.356064 76.787567
12359.606445 26.336077 81.246307
14138.815430 29.489065 84.110260
16505.322266 22.504295 82.916504
18583.234375 7.464515 59.061462
20590.636719 4.687023 281.160736
23720.552734 10.105553 267.756561
26304.720703 9.704540 272.358948
30930.636719 7.922050 274.360809
35780.750000 9.745090 267.055176
48174.136719 23.636412 286.181152
