#HEIGHT SPEED DIRECTION
100.982552 2.212017 282.919128
324.915955 5.802177 277.218231
554.745850 7.401499 272.534943
788.879517 8.186446 266.329224
1027.746826 8.800023 255.831146
1271.901733 9.028736 242.224243
1521.845337 8.772095 232.011627
1777.982788 8.414378 226.900452
2040.601074 8.357862 226.583237
2310.021729 8.695634 230.302780
2586.625000 9.399174 235.761200
3163.272217 10.617521 248.347748
3775.390381 7.372742 258.976654
4427.664062 2.093006 297.570740
5123.491699 1.671942 310.928223
5872.804688 0.868104 316.429749
6684.944824 4.844059 142.949463
7580.333496 12.700248 88.522278
8574.293945 9.685061 74.479218
9685.791016 14.270635 99.424957
10958.773438 17.735508 61.626282
11667.201172 18.699434 42.801697
12436.182617 23.072762 15.932281
13282.720703 18.192768 28.649506
14228.656250 15.403926 69.075134
15304.792969 14.096194 66.381104
16591.199219 17.537947 68.714661
18602.224609 5.911318 246.420746
20601.673828 1.523686 294.026428
23808.814453 15.288144 266.311401
26446.962891 15.235134 269.318359
31116.158203 5.047761 245.091736
33587.695312 5.552794 51.190125
35954.417969 3.870917 308.870605
39708.753906 12.234729 276.922150
42807.636719 1.849590 317.405243
48238.863281 24.579014 126.719727
