#HEIGHT SPEED DIRECTION
136.601242 0.352464 258.881714
352.618927 0.468104 258.782043
574.633606 0.467675 247.320831
801.951843 0.261772 229.924469
1034.979614 0.278887 163.445801
1274.089233 0.440565 163.201172
1520.164185 0.731414 180.979004
1772.801270 0.968589 167.462708
2032.123291 1.578728 149.125366
2298.480957 2.358106 137.430786
2572.410645 2.973825 128.039612
3144.458496 5.023851 121.794342
3751.629150 7.131958 117.373230
4398.386719 9.084733 109.618469
5090.635254 10.518645 98.989349
5835.854980 12.292653 90.941772
6643.739746 15.991337 87.746918
7528.472168 19.977037 83.196136
8509.707031 24.435068 88.678955
9619.133789 39.815002 98.081848
10894.305664 43.449848 87.778870
11605.778320 42.409107 81.355225
12379.496094 42.299328 79.017151
13229.414062 40.686737 81.509369
14173.116211 40.291027 94.533020
15246.330078 34.468361 93.214661
16527.423828 26.876404 83.742554
18608.435547 10.500238 104.224152
20659.417969 3.213400 123.733795
23864.578125 12.733131 253.248779
26523.585938 6.869855 252.631348
31176.539062 9.770762 308.908112
33632.824219 16.466448 230.381958
36009.792969 10.726619 283.645813
39796.132812 8.519352 302.189117
42907.785156 14.094839 232.639435
48269.175781 20.101284 259.781189
