#HEIGHT SPEED DIRECTION
145.333328 5.255052 262.280975
364.230103 5.473032 262.418182
588.248962 5.373782 263.313324
817.275024 5.054179 265.993225
1051.943359 4.613128 268.768250
1538.842529 3.502025 271.956604
2051.050293 1.834662 284.572662
2591.391357 0.934821 340.874481
3163.048584 1.528202 42.287079
3769.954590 2.689654 62.542664
4417.100586 3.938389 69.914185
5110.437012 4.873056 78.625824
5858.242188 5.932968 85.090271
6670.986816 7.153930 88.907196
7561.295898 8.585644 88.769531
8545.849609 10.031328 84.804352
9647.814453 12.268074 80.910828
10901.456055 15.476336 82.931732
12362.517578 19.539923 86.167908
14136.718750 22.330391 89.093201
16512.892578 14.273149 95.136993
18605.259766 4.233289 61.812927
20611.250000 6.330631 261.834595
23747.683594 9.966784 264.976257
26354.697266 10.706240 267.856140
30985.677734 14.119594 273.017365
35844.042969 18.626564 265.074829
48148.363281 21.435137 265.304321
