#HEIGHT SPEED DIRECTION
117.538345 3.740193 10.216919
333.497375 3.964635 7.770660
555.622620 4.315879 9.390411
783.127319 4.554263 11.919678
1016.294189 4.213322 17.888367
1255.548828 4.151866 23.779999
1501.892944 5.390682 29.108887
1754.552124 6.614216 36.093842
2013.720215 7.093342 47.176849
2279.774414 7.286301 57.403198
2553.180420 7.459282 62.976196
3123.977783 8.708203 73.878815
3728.747314 9.883267 83.645264
4373.405273 10.500916 88.905396
5064.962402 11.048617 90.922363
5811.353027 12.016074 96.150299
6621.704102 14.218302 103.079895
7509.365234 18.151825 104.754517
8494.623047 28.751129 91.684143
9607.023438 41.742981 82.707245
10883.780273 43.468727 78.413086
11594.022461 43.230843 77.471741
12363.699219 42.408394 72.226807
13211.777344 41.712757 69.474457
14159.396484 41.254887 79.974365
15233.675781 36.390648 78.282928
16512.382812 28.471550 71.427734
18608.919922 4.762981 16.653809
20665.208984 7.630607 301.565704
23926.330078 11.337225 274.064514
26588.773438 16.108959 275.359772
31218.503906 18.430841 271.265503
33659.363281 17.409983 290.308563
36008.703125 13.713932 303.572388
39735.187500 9.782827 244.698029
42877.238281 5.232326 267.810486
48242.871094 5.409503 251.341919
