#HEIGHT SPEED DIRECTION
135.944397 1.043370 247.189072
351.916290 1.200395 249.885742
573.902649 1.371572 249.056335
801.180237 1.185232 251.348663
1034.132446 0.807605 247.751953
1273.069702 0.738216 240.438995
1518.997314 1.379044 237.467529
1771.500732 1.261818 196.515579
2030.774780 2.153397 159.769897
2297.332275 2.991395 153.983521
2571.562500 3.815459 151.100403
3144.626221 5.931413 151.272461
3752.906250 7.842247 144.061005
4400.224121 9.620789 126.497162
5092.553711 11.495684 110.544434
5838.285156 13.454082 99.467865
6647.275879 17.139715 92.313354
7533.315918 21.757452 87.016785
8516.419922 26.483885 80.637695
9618.957031 28.150236 85.774841
10876.896484 41.623520 92.994202
11589.075195 47.361366 93.277100
12366.537109 47.399849 89.633972
13217.929688 47.656380 84.113007
14164.041016 46.784962 86.918488
15236.445312 46.971069 94.795074
16520.210938 23.520361 68.297668
18611.580078 5.317775 104.124634
20665.011719 2.222806 48.506134
23889.039062 11.295039 280.421295
26510.400391 10.066422 251.920731
31207.742188 13.665180 257.192810
33687.273438 11.130999 264.930481
36086.578125 10.135336 290.214325
39836.132812 5.779182 276.002197
42929.910156 6.556617 248.068420
48280.980469 18.663532 267.030640
