#HEIGHT SPEED DIRECTION
136.388412 5.071604 264.200623
355.223206 5.231566 265.023743
579.324341 5.072883 266.343079
808.624390 4.612004 271.015442
1043.483398 3.939037 278.164551
1530.728394 2.719851 295.223175
2042.868896 1.731127 338.458069
2582.900879 2.490423 23.205200
3154.241699 3.752743 42.841187
3760.779785 5.210221 53.756348
4407.674805 6.404970 59.272644
5100.687012 7.334722 63.532349
5848.130371 8.269196 68.733795
6660.664062 9.663767 72.030975
7550.929688 11.472923 72.490845
8535.830078 13.938208 70.335724
9638.796875 16.618692 70.292999
10893.777344 19.212536 75.230499
12355.347656 23.166143 81.607452
14129.991211 25.375698 85.119904
16503.000000 18.056309 82.728027
18591.281250 5.666147 63.812225
20596.511719 5.247500 269.415649
23727.949219 10.897533 266.314941
26317.541016 10.435694 277.164429
30930.796875 12.872336 289.985291
35786.472656 17.514521 289.684326
48121.738281 25.705095 271.162598
