#HEIGHT SPEED DIRECTION
137.178589 3.178606 308.936432
353.342560 3.301678 309.067749
575.631409 3.167082 308.395874
803.370483 2.756161 310.882385
1036.946777 2.305549 307.465118
1276.811523 1.686072 303.397552
1523.806274 1.546759 305.642029
1776.839111 0.647582 359.589203
2036.512695 1.601813 87.501770
2303.152588 2.468174 98.258820
2577.672119 2.044320 99.810394
3151.407715 2.157047 102.616150
3759.713867 3.268222 103.404785
4406.997070 6.224670 99.556305
5099.277832 9.466878 95.840057
5843.998535 11.907026 90.113495
6650.479004 15.063691 88.318573
7534.039062 19.837002 88.395447
8515.432617 20.948540 86.774811
9615.911133 24.285912 95.116333
10877.647461 45.324760 94.324463
11591.140625 51.045639 91.461975
12366.060547 49.752296 85.423309
13215.616211 48.790417 85.479797
14160.571289 48.342834 95.397034
15242.952148 29.674036 96.722321
16544.593750 22.947857 75.203430
18613.951172 8.230816 63.914246
20666.505859 6.271729 326.586212
23891.412109 7.814250 237.199875
26520.472656 11.225568 321.632996
31179.835938 19.514462 260.601685
33641.054688 15.461599 301.125092
36035.027344 6.464232 265.713196
39806.507812 11.641294 257.642242
42873.484375 19.259958 284.889374
48284.105469 16.298630 304.598969
