#HEIGHT SPEED DIRECTION
124.885757 1.953417 334.771149
340.935577 2.034487 333.663483
563.078918 1.883277 335.851318
790.511108 1.820529 344.967133
1023.619019 1.732700 352.599701
1262.896240 1.913875 352.106354
1509.210083 2.754958 4.467041
1761.679810 3.597412 22.946075
2020.745483 4.043802 31.489716
2286.713379 3.858322 30.854858
2559.831299 3.936758 36.474915
3129.114502 5.177670 63.756561
3732.456787 7.217003 81.915894
4374.828613 10.296268 92.763092
5063.580566 13.637890 94.735229
5808.234863 17.115856 92.708130
6619.399414 21.097118 94.054718
7510.102051 27.669230 95.448151
8501.923828 38.051064 86.822205
9621.959961 41.110428 82.799072
10893.228516 41.550400 85.810028
11600.807617 41.289341 84.435089
12371.545898 38.398632 73.540680
13219.216797 36.864090 68.880249
14166.840820 37.232151 83.094574
15244.167969 34.723946 82.091370
16523.798828 24.745346 64.963715
18601.931641 8.228027 123.125397
20634.253906 8.209647 282.407501
23904.001953 11.106797 278.187592
26568.849609 15.717830 295.150085
31181.732422 19.263733 262.985046
33635.117188 21.065496 268.477509
36012.503906 9.197243 276.247559
39754.222656 5.586409 210.810898
42795.542969 13.960363 209.447754
48105.398438 17.799257 262.260468
