#HEIGHT SPEED DIRECTION
120.735222 2.501326 46.421814
336.915863 2.581160 44.691956
559.369324 2.819709 45.121429
787.143250 3.185664 44.092224
1020.626770 3.423528 46.582886
1260.195190 3.767009 50.667175
1506.668579 5.099793 52.405273
1759.781982 6.059909 50.062653
2019.549316 7.258461 52.310486
2286.281738 8.296585 56.795319
2560.322510 9.125861 60.599884
3131.766113 11.062481 69.802368
3737.114746 12.678952 79.369995
4381.167969 12.948174 84.303040
5072.409668 12.581171 78.215454
5820.034668 13.653727 71.167664
6632.818359 15.698730 73.824127
7522.194824 17.554211 82.311340
8505.041992 19.885450 87.676056
9606.239258 29.762486 78.339020
10874.065430 47.418324 69.410767
11583.816406 47.662209 70.465454
12353.796875 48.267418 75.118927
13199.093750 49.739700 82.832184
14142.039062 48.058384 80.958801
15218.674805 39.152737 75.800262
16506.656250 31.276915 73.635559
18607.716797 6.411995 42.211609
20656.296875 11.118275 287.002930
23910.277344 19.331512 253.633591
26560.927734 21.162615 259.669769
31197.652344 20.168028 255.454254
33646.398438 17.429258 282.201721
36012.460938 13.760889 262.964935
39705.886719 13.541604 278.145447
42772.457031 9.920539 233.756042
48172.277344 15.985394 251.169250
