#HEIGHT SPEED DIRECTION
107.173439 4.336518 257.480621
324.949219 4.417352 257.414154
547.732483 4.224504 256.861267
775.264832 3.693658 253.436981
1008.086792 2.881380 247.162430
1490.671631 1.555672 212.177124
1998.177856 1.971123 128.171997
2533.744629 3.792089 107.151855
3101.824219 5.574642 98.767395
3707.417969 7.291523 94.823944
4355.317383 8.675427 92.408875
5051.538086 9.457527 92.576691
5802.648438 10.060779 94.869659
6617.728027 11.354561 97.546143
7508.888184 13.747610 97.113312
8493.056641 17.414585 94.719269
9595.485352 22.564909 93.996460
10853.154297 27.686172 94.578064
12321.800781 31.356964 96.063049
14103.814453 33.266544 95.357727
16467.068359 24.170006 95.368073
18549.800781 9.815557 82.392242
20568.226562 2.356193 306.907837
23715.992188 10.642105 275.102325
26303.974609 12.824355 271.785645
30911.906250 13.462976 279.006744
35772.496094 14.965237 278.707001
48160.574219 21.563103 249.458405
