#HEIGHT SPEED DIRECTION
124.052979 3.012751 305.531342
342.505615 3.058636 304.589081
566.192810 2.874272 306.142853
794.974854 2.301892 315.628571
1029.432617 1.795609 330.022034
1515.609375 1.773256 18.181152
2026.327515 2.624635 45.953888
2564.943848 3.902842 59.805908
3135.270020 5.840916 65.309570
3742.054199 7.639212 66.817261
4390.405273 9.041308 68.273010
5085.795898 10.164457 70.362000
5835.635254 11.342355 72.107849
6649.756836 13.214344 72.941681
7541.402832 16.077404 74.259674
8528.393555 19.743748 75.832672
9635.064453 23.498865 78.521393
10896.122070 26.434185 83.339844
12366.810547 28.512936 87.831635
14150.314453 30.947155 87.673950
16515.228516 22.878420 82.700562
18587.355469 8.742769 61.954895
20600.357422 5.610710 304.928894
23740.537109 11.463061 272.598694
26330.816406 12.399984 269.998230
30946.238281 11.298784 270.601685
35794.445312 11.465853 275.000366
48186.304688 22.453985 280.188507
