#HEIGHT SPEED DIRECTION
63.505489 1.171741 307.603516
290.269287 2.138986 300.902283
524.322327 2.562091 293.275116
762.490051 3.314968 280.297150
1005.434204 4.367007 270.801514
1253.544067 5.359042 264.860291
1506.875610 6.047633 261.508423
1765.627197 6.383743 258.798981
2030.070068 6.561114 255.967361
2300.450928 6.671703 252.510773
2577.194824 6.683329 247.266571
3151.710205 7.242847 227.578644
3762.366699 6.238086 222.809067
4414.468750 3.037538 236.600235
5113.701660 1.214984 346.110962
5866.298828 0.409196 16.786896
6679.587402 6.846382 131.215637
7573.153320 11.701067 91.870453
8566.603516 6.875212 87.104980
9676.880859 11.580299 112.428284
10948.407227 16.748093 71.612457
11659.076172 17.068144 54.852722
12429.686523 20.879288 26.510681
13277.047852 18.620201 25.194885
14223.575195 14.908216 68.507874
15304.227539 14.564983 81.530823
16597.115234 11.231953 66.790833
18593.617188 4.528069 152.279724
20599.841797 5.402144 294.189392
23778.542969 14.303092 300.758240
26406.681641 15.117338 265.477600
31054.599609 4.114030 321.774078
33525.097656 6.588998 305.229034
35935.492188 5.002453 299.901642
39706.191406 14.045004 275.939423
42801.792969 8.967546 33.090851
48176.230469 18.267416 100.419769
