#HEIGHT SPEED DIRECTION
106.635658 4.858989 253.347000
324.435028 4.914831 253.885376
547.239197 4.842355 251.633759
774.854614 4.363052 249.909561
1007.699646 3.534324 244.961945
1490.394409 2.054450 220.583527
1997.770752 1.689622 140.989410
2533.288086 3.179929 108.680481
3101.201904 5.011497 97.150360
3706.500977 6.639688 91.907166
4354.724121 8.009123 90.452576
5051.110352 8.830338 91.812866
5802.336426 9.492817 95.650665
6617.442383 10.601636 99.045837
7508.507812 12.982638 98.265991
8492.772461 16.539375 96.264465
9594.938477 21.724968 95.197968
10852.481445 27.458321 94.674683
12322.071289 31.338634 95.212830
14104.775391 32.923233 93.432526
16466.625000 24.347370 94.436890
18549.898438 9.644821 81.656036
20570.115234 2.118411 308.558350
23719.324219 10.637019 277.018311
26308.005859 12.594011 271.362854
30913.712891 13.552956 275.091614
35778.847656 14.341313 271.155029
48224.734375 20.443998 253.224396
