#HEIGHT SPEED DIRECTION
141.474701 6.136011 258.017395
360.070404 6.456934 259.040894
583.710388 6.289824 260.977020
812.478149 5.800421 267.329010
1046.835327 5.065379 275.437622
1533.142822 3.771728 297.853516
2044.191040 2.745599 341.291443
2583.297363 3.784259 22.790253
3154.110840 5.315784 39.881866
3760.687500 6.682603 50.287140
4408.078613 8.076898 58.299500
5102.121094 9.338341 63.696533
5850.606445 10.732489 67.038025
6663.772949 12.739370 68.632080
7554.549316 15.210413 69.481873
8540.370117 17.948013 72.348694
9644.970703 20.937040 74.906311
10902.751953 24.035776 78.267059
12368.241211 27.159630 83.229736
14147.155273 30.080378 84.755249
16518.058594 21.765982 81.208252
18595.886719 6.800825 57.040192
20603.871094 5.532464 283.881744
23740.787109 10.986243 262.676758
26326.871094 11.726414 265.105713
30933.443359 9.842814 277.080292
35788.429688 11.518333 287.261261
48105.191406 20.626045 269.636169
