#HEIGHT SPEED DIRECTION
108.909821 3.432473 252.160782
333.038147 5.193660 251.842682
562.430664 5.710775 251.472748
795.948181 6.296794 249.960541
1034.067871 7.360497 247.928680
1277.240601 10.501750 246.588226
1526.370605 13.128094 250.654526
1782.061646 11.734155 253.577621
2044.281982 10.017197 253.520721
2313.276123 8.279851 249.952972
2589.220947 6.915123 243.292755
3163.295898 6.772226 231.389465
3773.422852 2.733588 221.304550
4425.272461 0.897438 359.635956
5123.108887 3.014345 50.897858
5875.604004 9.104921 74.507080
6695.604492 9.875856 68.036530
7592.316895 12.094918 83.298523
8581.880859 15.989251 64.610901
9687.299805 22.383001 62.116760
10948.997070 25.308430 57.011841
11652.040039 24.770552 64.167175
12416.739258 22.945082 70.674805
13264.029297 20.642523 77.282715
14217.031250 21.820745 88.258698
15304.821289 18.192854 79.897766
16588.371094 7.675489 79.316833
18608.890625 1.707936 214.408112
20617.556641 5.523964 286.438232
23826.121094 18.786987 267.121033
26443.642578 20.074553 273.482117
31109.492188 3.369215 252.574921
33541.410156 7.362139 239.260590
35924.820312 6.229962 245.824585
39727.359375 9.681672 249.339874
42800.496094 7.210161 252.015900
48121.769531 22.281860 81.480042
