#HEIGHT SPEED DIRECTION
129.734894 1.465993 274.276245
345.732391 1.645486 274.272949
567.799866 1.886273 270.968658
795.407715 1.727334 268.185486
1028.841309 1.854866 271.387878
1268.536499 1.971237 272.973480
1515.226074 1.467725 275.653259
1767.916626 0.295379 235.604706
2027.169556 0.725146 110.988403
2293.222168 0.972811 110.662598
2566.599365 1.483743 111.423248
3137.344482 3.409148 112.429016
3742.785156 5.708388 113.023499
4388.057129 7.334362 109.147369
5080.088867 8.293361 106.608185
5827.436035 10.321633 106.940979
6641.326172 15.278445 106.177948
7536.478516 24.021145 106.257446
8532.370117 34.257095 99.183838
9654.457031 34.443653 95.193359
10929.886719 37.142513 87.775391
11640.175781 36.344418 80.608032
12411.002930 35.694935 81.888092
13257.762695 36.028286 91.014099
14201.568359 35.012749 90.100128
15275.633789 29.840290 84.532501
16549.089844 17.895103 82.942169
18611.310547 1.041405 56.406158
20657.927734 3.966861 284.357208
23900.925781 7.557445 308.871948
26556.482422 9.703370 266.757416
31220.068359 15.244077 294.064850
33706.453125 6.724032 255.182281
36048.187500 7.670804 276.394073
39824.070312 8.531201 233.843872
42953.964844 14.712996 271.761719
48361.214844 7.102178 324.879578
