#HEIGHT SPEED DIRECTION
113.394234 5.028536 7.024872
330.054718 5.226980 6.653595
553.154602 5.381048 11.087799
781.567871 5.178559 18.121826
1015.772949 5.050186 24.558258
1256.261841 5.076315 28.810181
1504.142334 6.284665 33.808716
1758.223511 6.895152 43.438385
2018.602905 7.667976 54.335632
2285.825439 8.448394 63.476196
2560.281250 8.574082 67.956970
3132.404541 9.117143 75.297943
3737.902832 9.074247 79.789001
4382.847656 9.701185 76.873230
5073.916992 11.066973 73.728088
5820.169434 12.850686 73.615295
6632.156250 14.909443 74.022858
7522.669434 18.402283 77.308563
8505.708008 23.774723 80.311584
9609.093750 37.895767 74.507507
10876.429688 44.590027 76.195953
11588.659180 45.657959 76.029266
12361.678711 43.830200 69.589050
13210.799805 45.358829 71.806824
14156.043945 46.695621 81.474945
15235.361328 42.210403 76.401794
16522.998047 23.148926 73.069031
18615.464844 10.704206 39.256836
20668.644531 10.697096 292.182800
23936.328125 16.839420 282.392517
26589.767578 20.814575 259.689789
31228.419922 22.025991 272.944977
33675.109375 18.638630 282.162933
36054.753906 16.017817 270.322876
39713.753906 16.589600 243.430450
42793.867188 15.673086 278.195312
48212.367188 21.549992 325.981354
