#HEIGHT SPEED DIRECTION
123.791489 5.028223 255.379333
342.441833 5.136313 255.800476
566.444580 4.963481 257.205078
795.369446 4.481814 262.277802
1029.838501 3.918421 269.671478
1516.303711 2.811154 291.738037
2027.908081 1.872054 340.602112
2567.716064 2.734387 23.461090
3138.746826 4.026583 43.264526
3744.976318 5.531618 53.044250
4391.768555 6.889360 60.515930
5084.656250 7.959384 65.887329
5832.174805 9.209183 70.376221
6644.507812 10.659110 73.693695
7534.561035 12.404010 74.253479
8519.208984 14.622627 71.930878
9622.025391 17.239601 71.159088
10876.850586 20.585325 76.466125
12337.818359 24.706743 83.929535
14110.879883 28.411102 87.246338
16482.683594 19.548943 84.328827
18570.437500 6.792217 65.656799
20573.767578 4.356210 272.627167
23696.488281 9.734698 257.142334
26277.347656 9.900486 269.446960
30875.906250 11.540571 274.968628
35712.351562 17.114225 281.699585
48026.125000 20.761448 257.198669
