#HEIGHT SPEED DIRECTION
115.438324 3.016875 280.412781
331.346436 3.164720 279.373749
553.446594 3.326317 276.210999
780.950439 3.172822 277.748077
1014.208740 2.897751 278.851746
1253.590942 2.697152 275.410980
1499.981201 2.696726 266.996887
1752.641235 1.701970 241.458374
2011.829346 1.524854 189.194473
2278.073975 2.049431 160.141846
2551.795898 2.820051 144.396332
3124.095459 5.037237 135.356750
3732.582275 7.091240 136.322693
4381.595215 9.998957 129.387451
5076.244141 12.361345 117.039978
5823.864746 15.371049 101.530945
6634.356445 20.353846 87.016022
7520.214355 24.836672 79.524323
8500.861328 24.533276 75.259705
9601.185547 25.940332 90.253265
10861.605469 43.712894 100.519562
11574.347656 48.118179 94.992096
12350.536133 46.328094 85.538055
13202.860352 46.203598 83.362427
14149.791016 48.007305 87.739807
15221.950195 48.043461 98.010376
16501.945312 18.114471 94.924957
18594.503906 6.476283 106.289673
20641.603516 4.586534 26.429962
23869.400391 9.693680 263.024628
26502.210938 7.857133 259.597290
31181.056641 8.214087 267.258789
33642.003906 11.794150 248.420166
36044.808594 5.925959 256.910065
39877.984375 12.581104 307.113586
42998.230469 6.953144 288.895752
48418.296875 12.243612 284.739471
