#HEIGHT SPEED DIRECTION
65.749466 4.963280 266.348969
291.821838 7.456612 266.793518
524.868103 8.108413 266.280670
761.931519 8.393552 265.716980
1003.588257 8.616583 265.129944
1250.218506 8.835422 264.400665
1501.864258 9.043210 263.496429
1758.794189 9.310375 262.277435
2021.371460 9.701384 259.630371
2290.796387 9.907436 256.230957
2569.628662 8.986894 256.998413
3152.488770 6.598329 254.403168
3769.423584 6.736499 256.387268
4426.270508 5.649388 260.622559
5128.506348 3.337276 232.815155
5882.154785 0.926580 276.720276
6697.804199 3.887147 57.273804
7591.361816 9.506173 69.167114
8577.314453 15.780344 55.957031
9683.995117 14.374607 80.553711
10953.233398 22.377346 86.260834
11666.077148 21.382908 54.970581
12442.598633 26.539768 31.520844
13296.957031 27.664579 35.266602
14250.552734 20.292278 60.998352
15328.611328 19.437534 70.223145
16590.669922 11.170810 82.918396
18611.982422 3.287123 30.147949
20607.310547 6.284597 271.236450
23804.410156 11.430326 267.651917
26444.087891 15.414752 273.854889
31035.712891 7.108387 237.040680
33515.171875 5.372883 276.380371
35935.347656 8.463047 258.740509
39735.527344 25.367760 270.898773
42836.792969 6.950450 300.673065
48220.007812 19.523296 88.306213
