#HEIGHT SPEED DIRECTION
135.630615 5.259269 258.074463
354.483368 5.429094 259.084961
578.453247 5.303165 260.560913
807.536987 4.837139 264.304504
1042.105469 4.245600 270.962280
1528.757690 3.001640 289.053284
2040.512085 1.910327 332.341736
2580.406006 2.530799 20.090759
3151.416016 3.744450 41.067474
3757.749023 5.167109 53.493866
4404.463867 6.416209 59.989532
5097.260254 7.349672 65.237396
5844.620117 8.455914 70.157532
6656.858398 9.863615 73.540649
7546.557617 11.649433 73.566620
8530.787109 14.066813 70.580536
9633.095703 16.859955 70.379883
10887.443359 19.906523 76.384674
12347.689453 23.835058 83.308777
14121.080078 26.730906 86.577667
16494.863281 18.492779 83.352905
18583.791016 6.044989 66.609802
20587.621094 4.871139 270.096436
23715.742188 10.566143 259.803619
26301.115234 10.262872 271.931641
30904.494141 12.758772 285.452240
35749.011719 18.314262 286.166870
48045.871094 21.429365 263.702850
