#HEIGHT SPEED DIRECTION
122.268929 0.193243 78.401123
338.177612 0.107459 57.306885
560.156799 0.119629 105.854492
787.426819 0.203675 79.816132
1020.375427 0.274800 50.106873
1259.353516 0.229150 53.146301
1505.170410 0.318217 242.227264
1757.641357 0.518347 169.156738
2016.896240 1.341959 155.112793
2283.280762 2.144369 155.076050
2557.236816 3.054693 151.602203
3129.534180 5.352368 144.398865
3737.316406 6.818461 138.394257
4384.778809 8.305716 121.822479
5077.588379 10.180660 108.010742
5822.896484 12.174096 100.458801
6629.452148 14.657730 96.718384
7511.242188 18.834871 93.669800
8490.623047 26.118935 88.536377
9590.923828 29.299946 85.072662
10843.314453 40.708900 91.850586
11551.270508 48.208004 91.385498
12326.353516 53.262527 93.484497
13180.639648 51.291523 91.884094
14131.884766 49.324657 90.220215
15208.576172 46.676964 92.041931
16499.625000 24.878685 73.081970
18591.925781 5.871849 67.679047
20645.281250 3.424539 190.397247
23843.964844 7.209291 290.709900
26485.580078 14.129867 263.827209
31158.058594 9.836959 270.911713
33628.699219 10.887705 260.263245
36005.355469 5.724231 241.608337
39765.847656 10.040825 284.591766
42877.808594 11.040534 265.980255
48230.769531 25.618206 258.945679
