#HEIGHT SPEED DIRECTION
131.050079 2.073968 14.402954
347.129883 2.182853 12.727722
569.300781 2.222784 16.158325
796.728149 2.205639 25.664581
1029.770386 2.363645 30.032104
1268.826538 2.637194 30.099976
1514.694824 3.319860 32.303314
1766.982178 3.643286 46.485474
2025.943604 4.138929 58.307678
2291.881348 4.305542 63.426483
2565.108154 4.410680 74.659332
3135.198975 5.164442 87.386597
3739.673340 6.345556 91.739685
4383.794922 6.895092 89.565674
5074.906250 7.834026 82.620300
5821.756348 9.519200 74.188416
6633.891602 11.959080 74.213440
7523.856445 16.306597 79.166016
8507.703125 24.199911 81.057770
9614.666992 38.429482 80.748779
10887.833008 43.277592 71.317200
11598.042969 43.894825 71.962524
12369.255859 44.508896 74.282715
13217.731445 43.836533 75.870300
14162.136719 41.833649 76.667511
15236.094727 38.279228 68.955322
16516.138672 28.903063 75.417023
18625.619141 10.671902 33.348419
20679.964844 3.921730 270.786316
23934.861328 16.066397 264.967224
26604.226562 22.583563 278.783020
31246.408203 19.777075 273.541687
33684.425781 15.690497 261.348389
36024.289062 20.306204 245.936432
39728.542969 12.099615 248.834686
42800.304688 6.707182 225.526367
48164.890625 12.333518 199.400787
