#HEIGHT SPEED DIRECTION
103.427025 2.646779 287.057495
321.450439 2.732777 287.078156
544.681519 2.561373 287.477478
772.880310 1.833860 290.769714
1006.466431 0.957944 295.486267
1491.213867 1.152102 108.591125
2000.366577 2.866218 103.512268
2537.560547 4.269048 95.383179
3106.801270 6.065162 89.546173
3713.266357 7.721145 88.186584
4362.184082 9.219121 88.340515
5059.141602 10.474018 88.199890
5810.631348 11.515638 89.177979
6626.004883 13.153979 89.358673
7518.122070 16.158192 88.344696
8504.633789 20.147095 88.431793
9610.154297 24.360277 89.774384
10870.814453 27.871956 90.712952
12342.409180 30.013702 92.901398
14128.460938 32.610004 92.664642
16489.121094 24.746841 87.221863
18562.810547 9.344896 72.567780
20583.644531 4.445887 318.046661
23734.791016 12.114752 274.258545
26331.193359 12.877122 274.452332
30956.130859 12.185341 269.527313
35831.734375 11.889174 268.888824
48247.550781 25.314781 275.518005
