#HEIGHT SPEED DIRECTION
63.439766 2.877242 289.143188
289.390472 5.846719 287.508392
522.742554 7.665762 284.580811
760.362915 8.861458 279.892334
1002.737549 9.514831 274.791870
1250.206543 9.483510 268.827026
1502.864502 8.941067 261.960815
1761.008301 8.184693 253.540329
2024.939697 7.480424 244.339447
2294.971191 7.008264 235.618256
2571.621826 6.698572 227.753555
3148.344727 6.463506 217.321350
3761.721924 6.860774 234.296005
4414.685547 7.589994 249.269043
5113.421875 6.627371 253.524078
5865.369141 3.226651 240.307465
6680.506836 3.824843 95.485107
7572.786133 9.492943 87.855896
8560.173828 16.903873 59.763519
9667.229492 15.936905 109.639038
10939.039062 23.713234 88.802124
11652.401367 22.432671 60.282043
12428.890625 29.648502 39.838501
13283.113281 27.037937 37.061188
14234.188477 22.371584 49.148590
15310.928711 17.547649 48.510864
16583.960938 11.146668 92.063477
18612.642578 2.747069 127.259338
20609.933594 7.249662 275.135895
23785.113281 8.994715 270.377502
26407.068359 15.414845 277.904816
31040.355469 6.517347 277.840637
33529.757812 4.808126 256.482941
35924.960938 9.348385 255.755157
39694.789062 15.740052 289.085876
42801.859375 7.934744 126.695953
48231.960938 21.174250 101.461761
