#HEIGHT SPEED DIRECTION
79.876564 2.883403 257.195984
301.822083 6.550472 254.777802
529.875671 9.132403 248.736542
762.371033 10.988810 244.566849
999.829956 12.507977 246.133224
1243.000000 13.751042 250.550354
1492.374023 13.475590 249.162994
1748.393799 12.150333 244.971176
2011.480225 10.476047 241.361053
2281.735107 9.031705 240.372375
2559.287842 8.024709 241.522522
3137.550049 7.623954 249.151306
3750.423828 8.980329 261.171082
4403.417969 9.496083 279.756775
5103.059570 6.674197 306.308929
5858.217773 3.542167 2.594818
6675.845215 3.794626 19.633484
7570.182617 5.795321 62.244446
8553.428711 9.677125 69.657288
9657.377930 12.096806 65.542389
10924.882812 24.191141 107.667480
11637.268555 22.924562 97.313049
12410.352539 22.085791 62.924011
13263.502930 26.840607 35.643494
14216.623047 20.847950 48.991455
15295.645508 18.208942 66.231323
16563.669922 12.400533 55.013947
18580.449219 2.861080 230.428116
20571.718750 2.300952 226.045654
23780.783203 13.871121 270.609619
26405.351562 13.747211 258.581207
31061.820312 5.137061 247.059021
33514.917969 8.255650 242.160995
35908.437500 6.408041 295.686584
39693.550781 13.577656 245.688171
42799.210938 8.384038 218.672760
48189.902344 18.405781 122.674377
