#HEIGHT SPEED DIRECTION
93.673058 2.438066 251.580872
320.587341 3.613596 252.389359
553.491028 4.002122 251.230179
790.471069 4.263471 250.043457
1032.034424 4.481611 248.829010
1278.541626 4.705235 247.308914
1530.054932 4.926479 245.165878
1786.889771 5.286497 242.668900
2049.338379 5.776923 239.061157
2317.806885 6.507002 232.815704
2593.336914 7.034335 229.522842
3168.834717 7.814115 236.668732
3779.837891 6.280289 238.403778
4430.630859 3.533945 252.405518
5128.636230 3.081487 317.466278
5880.566406 1.184150 6.846375
6693.014160 5.656927 125.264404
7585.504883 11.598996 83.677734
8579.683594 6.624322 80.784424
9689.140625 12.379245 120.606415
10958.763672 15.278790 80.481140
11669.999023 16.050518 56.187805
12440.492188 19.494192 33.267944
13287.174805 20.004282 25.853333
14232.932617 14.084211 63.789581
15311.844727 14.594861 83.245880
16604.318359 9.209238 69.599274
18613.576172 5.015436 155.860107
20619.234375 7.167884 295.784027
23802.816406 15.973332 298.610138
26429.140625 15.496964 276.117676
31080.564453 2.292838 14.222107
33561.449219 4.069864 204.221664
35961.261719 14.073946 304.760651
39745.148438 15.603884 265.207581
42800.394531 11.981855 343.883148
48166.691406 17.961174 112.158264
