#HEIGHT SPEED DIRECTION
84.636742 2.430350 261.240356
306.846222 5.245651 257.432495
535.037292 6.902822 247.882233
767.586060 7.885562 238.988556
1005.045654 9.098717 236.784470
1248.067383 9.766698 241.087402
1496.935181 9.044479 243.666382
1751.839966 7.899547 243.502258
2013.025513 6.760496 241.577881
2280.803223 6.025535 239.168121
2555.568848 5.855058 238.567307
3129.682373 3.368405 237.452026
3741.433838 1.947727 340.836243
4393.243652 3.266611 61.431885
5091.943848 5.988805 100.685455
5846.936035 10.401393 82.842865
6667.987305 13.342958 86.715149
7566.059082 12.257533 96.386719
8559.414062 19.758293 92.723389
9668.450195 18.789566 104.625122
10928.905273 19.789503 107.026337
11636.745117 19.905264 99.648865
12409.765625 19.878931 99.205475
13261.041016 19.131704 99.401215
14211.246094 20.712473 100.080963
15295.932617 15.615746 95.169525
16573.144531 14.840618 82.550232
18573.435547 2.935051 353.065826
20567.699219 8.132355 236.277283
23799.589844 16.864609 272.049530
26438.201172 20.373863 260.753021
31112.681641 7.011147 280.689697
33554.167969 5.677828 273.480225
35892.523438 9.951489 252.453979
39647.265625 6.540117 232.563232
42795.109375 7.840889 138.366821
48171.593750 19.838610 116.414795
