#HEIGHT SPEED DIRECTION
133.353226 8.607868 237.070862
351.140930 8.876747 237.196732
573.753174 8.992546 236.571472
801.050781 8.913475 236.354065
1033.645874 8.546422 237.341125
1515.703369 7.573863 236.386230
2022.971924 5.426968 227.287964
2559.830566 3.051414 206.336456
3129.978760 1.955968 171.001221
3737.697266 2.026567 143.197083
4387.448242 2.290042 135.459290
5084.878906 2.456986 130.600769
5836.736328 2.432739 129.004089
6652.406250 2.753644 123.524963
7544.286133 3.845918 119.086182
8529.554688 6.049279 114.128235
9632.524414 9.722144 111.172852
10889.849609 14.001255 108.494354
12358.227539 18.013247 107.516907
14141.291016 20.349899 107.821014
16501.386719 14.933217 99.731995
18568.417969 5.217797 98.684326
20575.599609 4.738322 255.971680
23717.138672 11.006672 267.395264
26307.675781 10.294250 271.668732
30888.083984 9.072774 270.803741
35696.070312 6.478616 272.911346
48017.726562 15.189982 276.281647
