#HEIGHT SPEED DIRECTION
97.931740 1.777639 250.949860
320.066986 4.412141 249.446014
547.895508 6.243041 238.950439
780.262329 7.615453 235.156418
1017.793701 9.039609 243.482361
1261.081665 9.017015 252.477997
1510.240356 8.258457 257.322510
1765.491455 7.131430 258.062744
2027.132446 5.844206 253.782944
2295.431885 5.037900 246.379089
2570.674805 5.357739 240.308578
3145.270508 3.127785 220.015793
3756.222656 0.834567 338.596436
4407.764160 4.075090 90.103210
5104.601074 5.933556 101.474670
5857.090332 10.817251 83.345947
6676.234863 12.508480 85.976715
7573.676758 12.184643 99.930542
8568.012695 16.957138 91.448456
9676.950195 18.753273 107.166199
10941.130859 20.244917 92.826355
11649.920898 22.623800 98.507599
12422.782227 23.424032 101.024414
13273.387695 22.104231 100.160675
14222.811523 20.069157 101.827332
15304.656250 14.854698 102.114441
16577.585938 13.222741 86.491638
18584.009766 2.119005 335.257538
20594.609375 6.875414 284.075073
23813.507812 18.020924 260.273041
26439.775391 21.575960 272.484406
31076.570312 7.012660 280.161682
33513.000000 7.247231 256.345276
35858.976562 11.154898 245.860687
39650.898438 2.805294 190.500153
42794.730469 10.029224 183.671768
48091.933594 19.650007 103.334015
