#HEIGHT SPEED DIRECTION
120.673805 2.988500 291.459595
339.201263 2.957119 291.180420
562.940125 2.787877 291.636139
791.751343 2.245543 296.318298
1026.144165 1.550194 309.505188
1512.350220 1.211950 8.511261
2023.282959 1.978262 47.540588
2562.292969 3.376185 61.691650
3132.956299 5.151680 68.549042
3739.987305 6.933591 70.475037
4388.452148 8.348216 72.025055
5083.792969 9.459156 74.962860
5833.499023 10.766314 76.389008
6647.692383 12.827828 76.618347
7539.722168 15.662921 76.581604
8527.228516 19.249294 76.530182
9634.451172 23.014307 78.300415
10895.691406 25.775452 81.997589
12366.283203 28.328386 86.737915
14150.579102 30.828941 87.734161
16515.541016 22.890205 83.952576
18586.332031 8.547370 63.892517
20597.083984 5.170909 301.797333
23736.378906 11.392004 268.991821
26328.205078 11.975371 263.290894
30941.691406 10.623334 263.625641
35794.300781 11.208120 263.336487
48197.523438 20.552702 282.048584
