#HEIGHT SPEED DIRECTION
108.766777 2.975953 1.241943
324.857086 3.095468 359.229431
547.305603 3.280844 6.437225
775.140442 3.293509 13.282623
1008.677795 2.951855 17.354065
1248.344116 2.694342 24.680511
1495.154907 3.544045 31.338654
1748.188354 4.220783 47.931458
2007.709106 4.683147 65.571045
2274.166504 5.226997 77.794556
2547.874756 5.335415 83.465698
3119.135742 7.162982 94.167114
3725.043213 8.319193 93.331360
4371.113281 8.750180 89.178650
5063.627930 9.444182 85.415131
5810.238281 10.379354 87.010406
6619.961914 11.499698 92.636017
7506.404785 14.204203 96.768188
8489.226562 24.257208 89.792847
9598.528320 39.637905 84.276825
10876.500000 43.225685 75.266602
11587.666992 43.189682 74.052948
12357.903320 42.771248 67.330811
13206.272461 41.081219 73.752960
14153.023438 41.207645 80.133392
15225.790039 37.386265 77.697083
16505.214844 29.435291 73.453064
18609.726562 6.594092 30.036194
20664.398438 7.032589 311.563538
23927.548828 13.903681 265.910400
26586.744141 19.119375 269.315521
31221.734375 17.805214 264.158905
33684.554688 16.160561 316.149384
36032.167969 12.882931 255.769409
39780.675781 9.047703 247.772552
42881.703125 7.917704 223.174362
48280.769531 8.166921 247.205994
