#HEIGHT SPEED DIRECTION
68.652466 4.943659 256.629272
294.994415 7.414045 256.326965
528.230225 8.020881 255.358368
765.493774 8.284592 254.352982
1007.326050 8.467683 253.467255
1254.134399 8.711952 252.361084
1505.975220 8.944452 250.944397
1763.133179 9.216368 249.171677
2025.905273 9.889270 247.151077
2295.054443 11.347197 249.050568
2572.617920 11.006922 258.252625
3154.416260 6.839172 257.714081
3771.175049 6.755912 252.720596
4426.630371 8.701680 249.700470
5128.093750 7.409893 274.881836
5884.273926 6.161170 310.844513
6703.969727 3.540553 349.472229
7598.985840 4.687660 27.320923
8584.061523 9.810623 27.294250
9693.910156 9.799852 38.708466
10961.384766 20.717533 118.977783
11673.134766 30.747141 118.052582
12448.250977 26.239786 106.814056
13299.871094 21.058294 85.456268
14248.756836 21.730652 69.332672
15327.221680 17.175787 94.578461
16593.552734 9.377753 85.941223
18601.347656 2.053248 100.895508
20618.964844 7.045079 238.670624
23821.294922 13.231914 285.175720
26450.251953 17.874409 282.478516
31102.941406 5.513765 222.400986
33576.800781 3.607831 300.071594
35995.472656 11.921457 305.912170
39757.140625 25.047333 269.696991
42876.742188 2.124690 110.595276
48243.421875 22.237974 54.814178
