#HEIGHT SPEED DIRECTION
136.029572 8.310018 239.131393
353.894775 8.563071 239.409134
576.649109 8.623910 238.728668
804.281982 8.422380 238.297745
1037.140503 8.020755 238.324921
1519.990112 7.062778 235.222534
2027.708740 5.080462 225.055145
2564.329102 2.970842 203.531403
3134.374512 1.948563 158.460754
3742.031250 2.157165 129.142792
4391.829102 2.433571 123.047485
5089.162598 2.610005 121.533386
5841.013184 2.784626 118.698730
6656.722656 3.196763 116.246399
7548.693848 4.240259 111.753174
8533.634766 6.471673 108.235992
9636.362305 10.137787 107.245728
10893.599609 14.331271 106.015564
12362.161133 18.567295 105.293579
14146.072266 20.808474 105.635498
16506.703125 15.708924 95.615112
18575.900391 5.238730 96.199249
20585.886719 4.812467 265.228088
23733.082031 10.664859 270.924683
26325.027344 10.166746 268.307526
30910.449219 9.293480 275.556763
35741.949219 7.106629 288.029541
48139.707031 17.824139 284.290588
