#HEIGHT SPEED DIRECTION
127.325027 4.443028 261.967834
345.701508 4.626754 262.487915
569.204956 4.435822 265.141418
797.812134 3.971809 271.447662
1031.754028 3.379691 281.567535
1517.105225 2.342245 310.377899
2027.610107 2.231967 6.104034
2566.271240 3.601700 36.072083
3136.354736 4.996203 48.901245
3742.330322 6.408872 56.705261
4389.426270 7.742924 63.081879
5083.334473 8.821202 67.379517
5831.631836 10.323830 69.847870
6644.442871 12.361393 71.868927
7534.868164 14.901519 73.529144
8520.247070 18.116245 75.660248
9624.565430 21.802225 78.453003
10882.349609 25.408081 83.302368
12348.487305 28.679852 87.505249
14126.718750 30.973856 88.733368
16497.082031 22.020624 83.144043
18573.185547 7.495335 62.167206
20581.509766 4.752005 284.718292
23714.132812 10.331773 260.527252
26294.968750 10.908376 258.403107
30884.675781 11.356743 267.475220
35710.476562 12.594210 270.907349
48034.820312 15.164329 245.466232
