#HEIGHT SPEED DIRECTION
113.050751 3.079577 244.724670
337.789185 4.311484 244.187576
567.731323 4.706742 242.796432
801.838989 5.116743 239.953064
1040.592285 5.685994 234.760498
1284.441040 6.465503 227.674850
1534.035400 5.609564 218.242798
1789.744141 5.342070 210.704422
2051.762939 6.034306 210.781906
2320.595459 6.650660 215.518646
2596.676758 6.946191 222.196030
3172.635742 7.180655 241.993240
3783.362549 6.584514 246.505264
4434.554199 4.520810 258.924652
5132.903809 4.548230 303.610931
5884.582520 0.919163 330.979370
6696.576660 5.542377 122.296875
7588.367676 10.884809 82.590942
8581.181641 5.470637 43.605896
9691.997070 13.726826 115.743591
10962.195312 17.127026 87.192871
11673.782227 16.555130 58.991943
12445.181641 19.250216 30.839661
13291.447266 20.138399 32.637939
14237.387695 14.531542 67.135010
15312.876953 14.529876 85.251465
16601.712891 7.144836 85.341003
18614.669922 0.858173 113.710571
20608.548828 4.395913 252.140015
23807.863281 14.334310 281.796997
26423.603516 16.427700 280.832672
31070.474609 2.881634 275.377960
33507.570312 4.339220 36.485596
35904.734375 10.701534 245.205444
39762.226562 18.170187 274.063416
42825.265625 7.963936 262.054993
48102.281250 22.040037 104.790833
